,,,,,,,,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago
Categoria ,Ficha,Elemento,Fonte,Orçado,Creditado,Anulado,Saldo,Janeiro,Janeiro,Janeiro,Fevereiro,Fevereiro,Fevereiro,Março,Março,Março,Abril ,Abril ,Abril ,Maio,Maio,Maio,Junho,Junho,Junho,Julho,Julho,Julho,Agosto,Agosto,Agosto,Setembro,Setembro,Setembro,Outubro,Outubro,Outubro,Novembro,Novembro,Novembro,Dezembro,Dezembro,Dezembro,Total,Total,Total
Vigilância,529,Serviços de Terceiros PJ,1500,"R$ 1.243,00",,,"R$ 1.243,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Vigilância,532,Auxílio-Alimentação,1500,"R$ 3.487,00",,,"R$ 3.487,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Vigilância,510,Contratação por tempo Determinado,1600,"R$ 220.000,00",,"R$ 200.000,00","R$ 20.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Vigilância,513,Vencimentos e Vantagens Fixas - Pessoal Civil,1600,"R$ 165.000,00",,"R$ 106.000,00","R$ 59.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Vigilância,516,Obrigações Patronais,1600,"R$ 55.000,00",,,"R$ 55.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Vigilância,519,Outras Despesas Variáveis - Pessoal Civil,1600,"R$ 2.200,00",,,"R$ 2.200,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Vigilância,522,Diárias - Pessoal Civil,1600,"R$ 1.122,00",,,"R$ 1.122,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Vigilância,524,Materiais de Consumo,1600,"R$ 2.970,00",,,"R$ 2.970,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Vigilância,527,Serviços de Terceiro PF,1600,"R$ 1.100,00",,,"R$ 1.100,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Vigilância,530,Serviços de Terceiros PJ,1600,"R$ 5.500,00",,,"R$ 5.500,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Vigilância,533,Auxílio-Alimentação,1600,"R$ 33.000,00",,,"R$ 33.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Vigilância,511,Contratação por tempo Determinado,1621,"R$ 38.500,00",,,"R$ 38.500,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Vigilância,514,Vencimentos e Vantagens Fixas - Pessoal Civil,1621,"R$ 187.000,00",,,"R$ 168.146,44","R$ 6.284,52","R$ 6.284,52","R$ 6.284,52","R$ 6.284,52","R$ 6.284,52","R$ 6.284,52","R$ 6.284,52","R$ 6.284,52","R$ 6.284,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 18.853,56","R$ 18.853,56","R$ 18.853,56"
Vigilância,517,Obrigações Patronais,1621,"R$ 11.000,00",,"R$ 4.000,00","R$ 7.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Vigilância,520,Outras Despesas Variáveis - Pessoal Civil,1621,"R$ 2.200,00",,,"R$ 2.200,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Vigilância,525,Materiais de Consumo,1621,"R$ 21.527,00",,,"R$ 21.527,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Vigilância,528,Serviços de Terceiro PF,1621,"R$ 5.500,00",,,"R$ 5.500,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Vigilância,531,Serviços de Terceiros PJ,1621,"R$ 4.378,00",,,"R$ 4.378,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Vigilância,541,Contratação por tempo Determinado,1500,"R$ 170.368,00",,,"R$ 170.368,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Vigilância,545,Vencimentos e Vantagens Fixas - Pessoal Civil,1500,"R$ 277.508,00","R$ 2.000,00",,"R$ 155.411,18","R$ 46.194,94","R$ 46.194,94","R$ 46.194,94","R$ 38.694,40","R$ 38.694,40","R$ 38.694,40","R$ 39.207,48","R$ 39.207,48","R$ 39.207,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 124.096,82","R$ 124.096,82","R$ 124.096,82"
Vigilância,549,Obrigações Patronais,1500,"R$ 116.754,00",,,"R$ 56.673,99","R$ 19.199,40","R$ 19.199,40","R$ 0,00","R$ 20.425,24","R$ 20.425,24","R$ 19.199,40","R$ 20.455,37","R$ 20.455,37","R$ 20.425,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 60.080,01","R$ 60.080,01","R$ 39.624,64"
Vigilância,552,Outras Despesas Variáveis - Pessoal Civil,1500,"R$ 26.664,00",,,"R$ 26.664,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Vigilância,555,Diárias - Pessoal Civil,1500,"R$ 176,00",,,"R$ 176,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Vigilância,557,Materiais de Consumo,1500,"R$ 55.000,00",,,"R$ 55.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Vigilância,560,"Premiações Culturais,Artísticas,Científicas,Desportivas e Outras",1500,"R$ 5.000,00",,,"R$ 5.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Vigilância,563,Serviços de Terceiro PF,1500,"R$ 18.469,00",,,"R$ 10.969,00","R$ 4.500,00","R$ 1.500,00","R$ 22,50","R$ 0,00","R$ 1.500,00","R$ 2.977,50","R$ 3.000,00","R$ 1.500,00","R$ 22,50",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 7.500,00","R$ 4.500,00","R$ 3.022,50"
Vigilância,566,Serviços de Terceiros PJ,1500,"R$ 110.000,00",,,"R$ 108.549,46","R$ 800,00","R$ 0,00","R$ 0,00","R$ 650,54","R$ 296,44","R$ 296,44","R$ 0,00","R$ 521,54","R$ 521,54",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 1.450,54","R$ 817,98","R$ 817,98"
Vigilância,569,Auxílio-Alimentação,1500,"R$ 26.015,00","R$ 17.000,00",,"R$ 1.393,33","R$ 13.571,67","R$ 13.571,67","R$ 13.571,67","R$ 13.600,00","R$ 13.600,00","R$ 13.600,00","R$ 14.450,00","R$ 14.450,00","R$ 14.450,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 41.621,67","R$ 41.621,67","R$ 41.621,67"
Vigilância,542,Contratação por tempo Determinado,1600,"R$ 186.043,00",,"R$ 42.000,00","R$ 144.043,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Vigilância,546,Vencimentos e Vantagens Fixas - Pessoal Civil,1600,"R$ 770.000,00",,,"R$ 766.219,47","R$ 0,00","R$ 0,00","R$ 0,00","R$ 3.780,53","R$ 3.780,53","R$ 3.780,53","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 3.780,53","R$ 3.780,53","R$ 3.780,53"
Vigilância,550,Obrigações Patronais,1600,"R$ 67.595,00",,,"R$ 67.595,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Vigilância,553,Outras Despesas Variáveis - Pessoal Civil,1600,"R$ 15.015,00",,,"R$ 15.015,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Vigilância,556,Diárias - Pessoal Civil,1600,"R$ 2.200,00",,,"R$ 2.200,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Vigilância,558,Materiais de Consumo,1600,"R$ 97.493,00",,,"R$ 97.493,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Vigilância,561,"Premiações Culturais,Artísticas,Científicas,Desportivas e Outras",1600,"R$ 5.000,00",,,"R$ 5.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Vigilância,564,Serviços de Terceiro PF,1600,"R$ 17.765,00",,,"R$ 17.765,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Vigilância,567,Serviços de Terceiros PJ,1600,"R$ 34.650,00",,,"R$ 34.650,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Vigilância,570,Auxílio-Alimentação,1600,"R$ 94.468,00",,,"R$ 93.618,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 850,00","R$ 850,00","R$ 850,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 850,00","R$ 850,00","R$ 850,00"
Vigilância,543,Contratação por tempo Determinado,1604,"R$ 11.000,00",,,"R$ 11.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Vigilância,547,Vencimentos e Vantagens Fixas - Pessoal Civil,1604,"R$ 165.000,00",,,"R$ 45.700,64","R$ 32.967,74","R$ 32.967,74","R$ 32.967,74","R$ 42.146,00","R$ 42.146,00","R$ 42.146,00","R$ 44.185,62","R$ 44.185,62","R$ 44.185,62",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 119.299,36","R$ 119.299,36","R$ 119.299,36"
Vigilância,544,Contratação por tempo Determinado,1621,"R$ 231.000,00",,,"R$ 231.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Vigilância,548,Vencimentos e Vantagens Fixas - Pessoal Civil,1621,"R$ 5.500,00",,,"R$ 5.500,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Vigilância,551,Obrigações Patronais,1621,"R$ 3.300,00",,,"R$ 3.300,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Vigilância,554,Outras Despesas Variáveis - Pessoal Civil,1621,"R$ 1.100,00",,,"R$ 1.100,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Vigilância,559,Materiais de Consumo,1621,"R$ 199.749,00",,,"R$ 150.644,44","R$ 25.595,16","R$ 0,00","R$ 0,00","R$ 16.335,50","R$ 12.721,80","R$ 12.721,80","R$ 7.173,90","R$ 9.785,68","R$ 9.686,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 49.104,56","R$ 22.507,48","R$ 22.408,48"
Vigilância,562,"Premiações Culturais,Artísticas,Científicas,Desportivas e Outras",1621,"R$ 5.000,00",,,"R$ 5.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Vigilância,565,Serviços de Terceiro PF,1621,"R$ 2.233,00",,,"R$ 1.343,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 890,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 890,00","R$ 890,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 890,00","R$ 890,00","R$ 890,00"
Vigilância,568,Serviços de Terceiros PJ,1621,"R$ 80.575,00",,,"R$ 70.398,75","R$ 0,00","R$ 0,00","R$ 0,00","R$ 2.598,95","R$ 0,00","R$ 0,00","R$ 7.577,30","R$ 8.237,30","R$ 1.353,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 10.176,25","R$ 8.237,30","R$ 1.353,00"
Vigilância,571,Auxílio-Alimentação,1621,"R$ 1.408,00",,,"R$ 1.408,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Vigilância,507,Materiais de Consumo,1600,"R$ 99.000,00",,,"R$ 99.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Vigilância,508,Serviços de Terceiros PJ,1600,"R$ 11.000,00",,,"R$ 11.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Farmácia,572,Equipamentos e Materiais Permanentes,1500,"R$ 22.000,00",,,"R$ 22.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Farmácia,573,Equipamentos e Materiais Permanentes,1600,"R$ 11.000,00",,,"R$ 11.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Farmácia,574,Equipamentos e Materiais Permanentes,1621,"R$ 5.000,00","R$ 3.400,00",,"R$ 6.777,04","R$ 1.622,96","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 1.622,96","R$ 0,00","R$ 0,00"
Farmácia,575,Equipamentos e Materiais Permanentes,1631,"R$ 22.000,00",,,"R$ 22.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Farmácia,576,Contratação por tempo Determinado,1500,"R$ 11.000,00","R$ 11.000,00",,"R$ 633,85","R$ 7.122,05","R$ 7.122,05","R$ 7.122,05","R$ 7.122,05","R$ 7.122,05","R$ 7.122,05","R$ 7.122,05","R$ 7.122,05","R$ 7.122,05",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 21.366,15","R$ 21.366,15","R$ 21.366,15"
Farmácia,579,Vencimentos e Vantagens Fixas - Pessoal Civil,1500,"R$ 372.251,00",,,"R$ 294.536,32","R$ 25.442,18","R$ 25.442,18","R$ 25.442,18","R$ 25.395,38","R$ 25.395,38","R$ 25.395,38","R$ 26.877,12","R$ 26.877,12","R$ 26.877,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 77.714,68","R$ 77.714,68","R$ 77.714,68"
Farmácia,582,Obrigações Patronais,1500,"R$ 74.998,00",,,"R$ 55.037,77","R$ 6.657,84","R$ 6.657,84","R$ 0,00","R$ 6.654,08","R$ 6.654,08","R$ 6.657,84","R$ 6.648,31","R$ 6.648,31","R$ 6.654,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 19.960,23","R$ 19.960,23","R$ 13.311,92"
Farmácia,585,Outras Despesas Variáveis - Pessoal Civil,1500,"R$ 9.064,00",,,"R$ 9.064,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Farmácia,588,Diárias - Pessoal Civil,1500,"R$ 5.500,00",,,"R$ 5.500,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Farmácia,589,Materiais de Consumo,1500,"R$ 1.115.180,00",,,"R$ 860.785,26","R$ 233.268,82","R$ 0,00","R$ 0,00","R$ 10.391,41","R$ 19.725,62","R$ 137,56","R$ 10.734,51","R$ 144.968,79","R$ 1.164,78",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 254.394,74","R$ 164.694,41","R$ 1.302,34"
Farmácia,592,Serviços de Terceiro PF,1500,"R$ 5.500,00",,,"R$ 5.500,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Farmácia,595,Serviços de Terceiros PJ,1500,"R$ 737,00",,,"R$ 37,00","R$ 700,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 132,04","R$ 132,04","R$ 0,00","R$ 340,60","R$ 340,60",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 700,00","R$ 472,64","R$ 472,64"
Farmácia,598,Auxílio-Alimentação,1500,"R$ 30.404,00",,,"R$ 15.104,00","R$ 5.100,00","R$ 5.100,00","R$ 5.100,00","R$ 5.100,00","R$ 5.100,00","R$ 5.100,00","R$ 5.100,00","R$ 5.100,00","R$ 5.100,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 15.300,00","R$ 15.300,00","R$ 15.300,00"
Farmácia,577,Contratação por tempo Determinado,1600,"R$ 6.600,00",,,"R$ 6.600,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Farmácia,580,Vencimentos e Vantagens Fixas - Pessoal Civil,1600,"R$ 11.000,00",,,"R$ 11.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Farmácia,583,Obrigações Patronais,1600,"R$ 3.300,00",,,"R$ 3.300,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Farmácia,586,Outras Despesas Variáveis - Pessoal Civil,1600,"R$ 2.200,00",,,"R$ 2.200,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Farmácia,590,Materiais de Consumo,1600,"R$ 107.624,00",,,"R$ 10.755,86","R$ 0,00","R$ 0,00","R$ 0,00","R$ 96.868,14","R$ 0,00","R$ 0,00","R$ 0,00","R$ 56.232,98","R$ 49.435,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 96.868,14","R$ 56.232,98","R$ 49.435,84"
Farmácia,593,Serviços de Terceiro PF,1600,"R$ 5.500,00",,,"R$ 5.500,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Farmácia,596,Serviços de Terceiros PJ,1600,"R$ 5.500,00",,,"R$ 5.500,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Farmácia,599,Auxílio-Alimentação,1600,"R$ 1.100,00",,,"R$ 1.100,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Farmácia,578,Contratação por tempo Determinado,1621,"R$ 5.500,00",,,"R$ 5.500,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Farmácia,581,Vencimentos e Vantagens Fixas - Pessoal Civil,1621,"R$ 5.500,00",,,"R$ 5.500,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
