,,,,,,,,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago
Categoria,Ficha,Elemento,Fonte,Orçado,Creditado,Anulado,Saldo,Janeiro,Janeiro,Janeiro,Fevereiro,Fevereiro,Fevereiro,Março,Março,Março,Abril ,Abril ,Abril ,Maio,Maio,Maio,Junho,Junho,Junho,Julho,Julho,Julho,Agosto,Agosto,Agosto,Setembro,Setembro,Setembro,Outubro,Outubro,Outubro,Novembro,Novembro,Novembro,Dezembro,Dezembro,Dezembro,Total,Total,Total
MAC,482,Vencimentos e Vantagens Fixas - Pessoal Civil,1500,"R$ 123.000,00",,"R$ 20.000,00","R$ 88.261,31","R$ 4.807,53","R$ 4.807,53","R$ 4.807,53","R$ 5.204,68","R$ 5.204,68","R$ 5.204,68","R$ 4.726,48","R$ 4.726,48","R$ 4.726,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 14.738,69","R$ 14.738,69","R$ 14.738,69"
MAC,483,Obrigações Patronais,1500,"R$ 21.500,00",,,"R$ 18.029,62","R$ 1.132,48","R$ 1.132,48","R$ 0,00","R$ 1.058,33","R$ 1.058,33","R$ 1.132,48","R$ 1.279,57","R$ 1.279,57","R$ 1.224,10",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 3.470,38","R$ 3.470,38","R$ 2.356,58"
MAC,484,Outras Despesas Variáveis - Pessoal Civil,1500,"R$ 1.000,00",,,"R$ 755,51","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 244,49","R$ 244,49","R$ 244,49",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 244,49","R$ 244,49","R$ 244,49"
MAC,485,Indenizações e Restituições Trabalhistas,1500,"R$ 5.000,00","R$ 8.105,01","R$ 5.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 8.105,01","R$ 8.105,01","R$ 8.105,01","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 8.105,01","R$ 8.105,01","R$ 8.105,01"
MAC,486,Diárias - Pessoal Civil,1500,"R$ 2.500,00",,,"R$ 1.388,00","R$ 1.112,00","R$ 96,00","R$ 96,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 1.112,00","R$ 96,00","R$ 96,00"
MAC,487,Materiais de Consumo,1500,"R$ 10.000,00","R$ 677,74",,"R$ 141,46","R$ 9.937,50","R$ 0,00","R$ 0,00","R$ 78,74","R$ 4.471,81","R$ 3.404,15","R$ 520,04","R$ 235,87","R$ 1.068,23",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 10.536,28","R$ 4.707,68","R$ 4.472,38"
MAC,488,Serviços de Terceiros PJ,1500,"R$ 18.000,00",,,"R$ 13.294,15","R$ 4.427,10","R$ 0,00","R$ 0,00","R$ 248,67","R$ 1.262,93","R$ 913,53","R$ 30,08","R$ 146,08","R$ 399,40",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 4.705,85","R$ 1.409,01","R$ 1.312,93"
MAC,489,Auxílio-alimentação,1500,"R$ 15.000,00",,,"R$ 11.320,00","R$ 1.200,00","R$ 1.200,00","R$ 1.200,00","R$ 1.065,00","R$ 1.065,00","R$ 1.065,00","R$ 1.415,00","R$ 1.415,00","R$ 1.415,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 3.680,00","R$ 3.680,00","R$ 3.680,00"
MAC,481,Contratação por tempo Determinado,1600,"R$ 432.000,00",,,"R$ 323.680,12","R$ 38.551,19","R$ 38.551,19","R$ 32.601,22","R$ 33.705,34","R$ 33.705,34","R$ 34.580,91","R$ 36.063,35","R$ 36.063,35","R$ 35.460,30",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 108.319,88","R$ 108.319,88","R$ 102.642,43"
MAC,484,Outras Despesas Variáveis - Pessoal Civil,1600,"R$ 1.000,00",,,"R$ 1.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
MAC,485,Indenizações e Restituições Trabalhistas,1600,"R$ 1.000,00",,,"R$ 1.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
MAC,487,Materiais de Consumo,1600,"R$ 10.000,00",,,"R$ 10.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
MAC,488,Serviços de Terceiros PJ,1600,"R$ 1.000,00",,,"R$ 1.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
MAC,489,Auxílio-alimentação,1600,"R$ 14.400,00",,,"R$ 12.100,00","R$ 900,00","R$ 900,00","R$ 900,00","R$ 600,00","R$ 600,00","R$ 600,00","R$ 800,00","R$ 800,00","R$ 800,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 2.300,00","R$ 2.300,00","R$ 2.300,00"
MAC,481,Contratação por tempo Determinado,1605,"R$ 0,00","R$ 7.941,93",,"R$ 0,00","R$ 2.647,31","R$ 2.647,31","R$ 315,11","R$ 0,00","R$ 0,00","R$ 2.332,20","R$ 5.294,62","R$ 5.294,62","R$ 2.970,03",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 7.941,93","R$ 7.941,93","R$ 5.617,34"
MAC,482,Vencimentos e Vantagens Fixas - Pessoal Civil,1605,"R$ 0,00","R$ 2.912,70",,"R$ 0,00","R$ 970,90","R$ 970,90","R$ 100,70","R$ 0,00","R$ 0,00","R$ 870,20","R$ 1.941,80","R$ 1.941,80","R$ 1.071,60",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 2.912,70","R$ 2.912,70","R$ 2.042,50"
MAC,481,Contratação por tempo Determinado,1621,"R$ 30.000,00",,,"R$ 30.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
MAC,484,Outras Despesas Variáveis - Pessoal Civil,1621,"R$ 100,00",,,"R$ 100,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
MAC,485,Indenizações e Restituições Trabalhistas,1621,"R$ 1.000,00",,,"R$ 1.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
MAC,487,Materiais de Consumo,1621,"R$ 100.000,00",,,"R$ 41.047,22","R$ 15.516,52","R$ 0,00","R$ 0,00","R$ 5.396,77","R$ 1.124,13","R$ 1.124,13","R$ 38.039,49","R$ 5.712,67","R$ 5.447,57",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 58.952,78","R$ 6.836,80","R$ 6.571,70"
MAC,488,Serviços de Terceiros PJ,1621,"R$ 15.000,00",,,"R$ 13.720,00","R$ 1.280,00","R$ 12,02","R$ 12,02","R$ 0,00","R$ 36,21","R$ 36,21","R$ 0,00","R$ 27,15","R$ 27,15",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 1.280,00","R$ 75,38","R$ 75,38"
MAC,489,Auxílio-alimentação,1621,"R$ 1.800,00",,,"R$ 1.800,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
MAC,490,Serviços de Terceiros PJ,1500,"R$ 150.000,00",,,"R$ 150.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Farmácia,502,Indenizações e Restituições Trabalhistas,1500,"R$ 5.000,00",,,"R$ 2.111,29","R$ 2.888,71","R$ 2.888,71","R$ 2.888,71","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 2.888,71","R$ 2.888,71","R$ 2.888,71"
Farmácia,498,Contratação por tempo Determinado,1500,"R$ 123.000,00",,"R$ 35.000,00","R$ 75.780,68","R$ 4.438,78","R$ 4.438,78","R$ 3.791,42","R$ 3.804,64","R$ 3.804,64","R$ 3.897,15","R$ 3.975,90","R$ 3.975,90","R$ 3.950,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 12.219,32","R$ 12.219,32","R$ 11.639,49"
Farmácia,499,Vencimentos e Vantagens Fixas - Pessoal Civil,1500,"R$ 104.250,00",,,"R$ 81.676,67","R$ 7.153,94","R$ 7.153,94","R$ 7.153,94","R$ 7.502,12","R$ 7.502,12","R$ 7.502,12","R$ 7.917,27","R$ 7.917,27","R$ 7.917,27",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 22.573,33","R$ 22.573,33","R$ 22.573,33"
Farmácia,500,Obrigações Patronais,1500,"R$ 15.400,00",,,"R$ 11.545,86","R$ 1.221,45","R$ 1.221,45","R$ 0,00","R$ 1.280,90","R$ 1.280,90","R$ 1.221,45","R$ 1.351,79","R$ 1.351,79","R$ 1.280,90",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 3.854,14","R$ 3.854,14","R$ 2.502,35"
Farmácia,501,Outras Despesas Variáveis - Pessoal Civil,1500,"R$ 100,00",,,"R$ 100,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Farmácia,503,Diárias - Pessoal Civil,1500,"R$ 1.500,00",,,"R$ 1.500,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Farmácia,504,Materiais de Consumo,1500,"R$ 270.000,00",,"R$ 14.750,00","R$ 147.739,98","R$ 25.275,53","R$ 0,00","R$ 0,00","R$ 948,40","R$ 5.589,85","R$ 3.795,64","R$ 81.286,09","R$ 27.174,02","R$ 16.837,21",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 107.510,02","R$ 32.763,87","R$ 20.632,85"
Farmácia,505,Serviços de Terceiros PF,1500,"R$ 500,00",,,"R$ 500,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Farmácia,506,Serviços de Terceiros PJ,1500,"R$ 15.000,00",,"R$ 2.755,70","R$ 10.314,30","R$ 2.164,00","R$ 0,00","R$ 0,00","R$ 80,00","R$ 172,01","R$ 172,01","-R$ 314,00","R$ 50,00","R$ 50,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 1.930,00","R$ 222,01","R$ 222,01"
Farmácia,507,Auxílio-alimentação,1500,"R$ 6.000,00",,,"R$ 4.975,00","R$ 325,00","R$ 325,00","R$ 325,00","R$ 300,00","R$ 300,00","R$ 300,00","R$ 400,00","R$ 400,00","R$ 400,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 1.025,00","R$ 1.025,00","R$ 1.025,00"
Farmácia,508,Sentenças Judiciais,1500,"R$ 800.000,00",,,"R$ 277.074,89","R$ 409.202,82","R$ 110.607,79","R$ 110.607,79","R$ 47.896,01","R$ 19.202,82","R$ 19.202,82","R$ 65.826,28","R$ 12.433,13","R$ 12.433,13",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 522.925,11","R$ 142.243,74","R$ 142.243,74"
Farmácia,509,Equipamentos e Materiais Permanentes,1500,"R$ 3.000,00",,,"R$ 3.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Farmácia,504,Materiais de Consumo,1600,"R$ 100.000,00",,,"R$ 98.438,00","R$ 1.562,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 1.562,00","R$ 18,74","R$ 0,00","R$ 0,00","R$ 1.543,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 1.562,00","R$ 1.562,00","R$ 1.562,00"
Farmácia,498,Contratação por tempo Determinado,1621,"R$ 7.400,00",,"R$ 200,00","R$ 7.200,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Farmácia,499,Vencimentos e Vantagens Fixas - Pessoal Civil,1621,"R$ 7.400,00",,,"R$ 7.400,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Farmácia,500,Obrigações Patronais,1621,"R$ 1.184,00",,,"R$ 1.184,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Farmácia,504,Materiais de Consumo,1621,"R$ 134.000,00",,,"R$ 93.663,05","R$ 13.300,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 13.300,00","R$ 13.300,00","R$ 27.036,95","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 40.336,95","R$ 13.300,00","R$ 13.300,00"
Farmácia,506,Serviços de Terceiros PJ,1621,"R$ 1.000,00",,,"R$ 950,00","R$ 50,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 13,08","R$ 13,08","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 50,00","R$ 13,08","R$ 13,08"
Vigilância,510,Vencimentos e Vantagens Fixas - Pessoal Civil,1500,"R$ 162.000,00",,,"R$ 128.454,84","R$ 11.004,76","R$ 11.004,76","R$ 11.004,76","R$ 11.004,76","R$ 11.004,76","R$ 11.004,76","R$ 11.535,64","R$ 11.535,64","R$ 11.364,78",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 33.545,16","R$ 33.545,16","R$ 33.374,30"
Vigilância,511,Obrigações Patronais,1500,"R$ 22.000,00",,,"R$ 16.272,58","R$ 1.878,92","R$ 1.878,92","R$ 0,00","R$ 1.878,93","R$ 1.878,93","R$ 1.878,92","R$ 1.969,57","R$ 1.969,57","R$ 1.878,93",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 5.727,42","R$ 5.727,42","R$ 3.757,85"
Vigilância,512,Outras Despesas Variáveis - Pessoal Civil,1500,"R$ 1.000,00",,,"R$ 1.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Vigilância,513,Diárias - Pessoal Civil,1500,"R$ 1.000,00",,,"R$ 1.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Vigilância,514,Materiais de Consumo,1500,"R$ 10.000,00",,,"R$ 10.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Vigilância,515,Serviços de Terceiros PJ,1500,"R$ 5.000,00",,,"R$ 4.600,00","R$ 400,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 400,00","R$ 0,00","R$ 0,00"
Vigilância,516,Auxílio-alimentação,1500,"R$ 3.200,00",,,"R$ 2.300,00","R$ 300,00","R$ 300,00","R$ 300,00","R$ 300,00","R$ 300,00","R$ 300,00","R$ 300,00","R$ 300,00","R$ 300,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 900,00","R$ 900,00","R$ 900,00"
Vigilância,517,Equipamentos e Materiais Permanentes,1500,"R$ 2.000,00",,,"R$ 2.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Vigilância,518,Contratação por tempo Determinado,1500,"R$ 850.000,00",,"R$ 14.360,00","R$ 679.472,11","R$ 52.548,87","R$ 52.548,87","R$ 44.743,66","R$ 50.845,62","R$ 50.845,62","R$ 51.235,62","R$ 52.773,40","R$ 52.773,40","R$ 52.626,99",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 156.167,89","R$ 156.167,89","R$ 148.606,27"
Vigilância,519,Vencimentos e Vantagens Fixas - Pessoal Civil,1500,"R$ 262.800,00",,,"R$ 164.157,79","R$ 39.895,60","R$ 39.895,60","R$ 39.895,60","R$ 29.185,99","R$ 29.185,99","R$ 29.185,99","R$ 29.560,62","R$ 29.560,62","R$ 29.560,62",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 98.642,21","R$ 98.642,21","R$ 98.642,21"
Vigilância,520,Obrigações Patronais,1500,"R$ 87.000,00",,,"R$ 66.409,74","R$ 7.924,37","R$ 7.924,37","R$ 0,00","R$ 6.075,35","R$ 6.075,35","R$ 7.924,37","R$ 6.590,54","R$ 6.590,54","R$ 6.414,90",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 20.590,26","R$ 20.590,26","R$ 14.339,27"
Vigilância,521,Outras Despesas Variáveis - Pessoal Civil,1500,"R$ 500,00",,,"R$ 500,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Vigilância,522,Indenizações e Restituições Trabalhistas,1500,"R$ 5.000,00","R$ 117,77",,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 5.117,77","R$ 5.117,77","R$ 5.117,77","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 5.117,77","R$ 5.117,77","R$ 5.117,77"
Vigilância,523,Diárias - Pessoal Civil,1500,"R$ 3.000,00",,,"R$ 2.000,00","R$ 1.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 1.000,00","R$ 0,00","R$ 0,00"
Vigilância,524,Materiais de Consumo,1500,"R$ 30.000,00",,,"R$ 6.220,03","R$ 18.390,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 915,01","R$ 915,01","R$ 5.389,97","R$ 1.299,96","R$ 818,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 23.779,97","R$ 2.214,97","R$ 1.733,19"
Vigilância,525,Serviços de Terceiros PF,1500,"R$ 500,00",,,"R$ 500,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Vigilância,526,Serviços de Terceiros PJ,1500,"R$ 30.000,00",,"R$ 5.004,39","R$ 19.038,75","R$ 4.937,46","R$ 0,00","R$ 0,00","R$ 168,15","R$ 883,68","R$ 883,68","R$ 851,25","R$ 486,13","R$ 390,05",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 5.956,86","R$ 1.369,81","R$ 1.273,73"
Vigilância,527,Auxílio-alimentação,1500,"R$ 32.800,00",,,"R$ 25.700,00","R$ 2.100,00","R$ 2.100,00","R$ 2.100,00","R$ 2.100,00","R$ 2.100,00","R$ 2.100,00","R$ 2.900,00","R$ 2.900,00","R$ 2.800,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 7.100,00","R$ 7.100,00","R$ 7.000,00"
Vigilância,528,Equipamentos e Materiais Permanentes,1500,"R$ 2.000,00","R$ 1.160,00",,"R$ 2.450,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 710,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 710,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 710,00","R$ 710,00","R$ 0,00"
Vigilância,524,Materiais de Consumo,1600,"R$ 2.000,00",,,"R$ 2.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Vigilância,526,Serviços de Terceiros PJ,1600,"R$ 5.000,00",,,"R$ 3.500,00","R$ 1.500,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 1.500,00","R$ 0,00","R$ 0,00"
Vigilância,527,Auxílio-alimentação,1600,"R$ 1.800,00",,,"R$ 1.800,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Vigilância,518,Contratação por tempo Determinado,1604,"R$ 502.800,00",,,"R$ 336.219,48","R$ 53.977,89","R$ 53.977,89","R$ 45.644,12","R$ 58.540,96","R$ 58.540,96","R$ 58.556,67","R$ 54.061,67","R$ 54.061,67","R$ 54.030,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 166.580,52","R$ 166.580,52","R$ 158.231,05"
Vigilância,527,Auxílio-alimentação,1604,"R$ 7.200,00",,,"R$ 2.700,00","R$ 1.350,00","R$ 1.350,00","R$ 1.350,00","R$ 1.350,00","R$ 1.350,00","R$ 1.350,00","R$ 1.800,00","R$ 1.800,00","R$ 1.800,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 4.500,00","R$ 4.500,00","R$ 4.500,00"
Vigilância,518,Contratação por tempo Determinado,1605,"R$ 12.600,00",,,"R$ 9.687,30","R$ 970,90","R$ 970,90","R$ 128,55","R$ 0,00","R$ 0,00","R$ 842,35","R$ 1.941,80","R$ 1.941,80","R$ 1.077,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 2.912,70","R$ 2.912,70","R$ 2.048,66"
Vigilância,519,Vencimentos e Vantagens Fixas - Pessoal Civil,1605,"R$ 11.200,00",,,"R$ 7.861,68","R$ 1.616,56","R$ 1.616,56","R$ 353,46","R$ 0,00","R$ 0,00","R$ 1.263,10","R$ 1.721,76","R$ 1.721,76","R$ 944,81",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 3.338,32","R$ 3.338,32","R$ 2.561,37"
Vigilância,520,Obrigações Patronais,1605,"R$ 1.800,00",,,"R$ 1.800,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Vigilância,524,Materiais de Consumo,1621,"R$ 16.000,00","R$ 1.530,00",,"R$ 11.253,72","R$ 6.090,00","R$ 0,00","R$ 0,00","R$ 768,11","R$ 0,00","R$ 0,00","-R$ 581,83","R$ 956,07","R$ 956,07",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 6.276,28","R$ 956,07","R$ 956,07"
Vigilância,526,Serviços de Terceiros PJ,1621,"R$ 20.000,00",,"R$ 1.530,00","R$ 12.311,35","R$ 70,00","R$ 0,00","R$ 0,00","R$ 6.088,65","R$ 0,00","R$ 0,00","R$ 0,00","R$ 6.104,27","R$ 6.104,27",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 6.158,65","R$ 6.104,27","R$ 6.104,27"
MAC,493,Serviços de Terceiros PJ,1500,"R$ 5.000,00",,,"R$ 2.496,55","R$ 0,00","R$ 0,00","R$ 0,00","R$ 208,26","R$ 208,26","R$ 208,26","R$ 2.295,19","R$ 2.130,39","R$ 1.818,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 2.503,45","R$ 2.338,65","R$ 2.026,28"
MAC,491,Diárias - Pessoal Civil,1500,"R$ 210.000,00",,,"R$ 17.387,00","R$ 189.700,00","R$ 9.799,00","R$ 9.799,00","R$ 1.380,00","R$ 18.154,00","R$ 12.609,00","R$ 1.533,00","R$ 20.409,00","R$ 25.954,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 192.613,00","R$ 48.362,00","R$ 48.362,00"
MAC,492,Materiais de Consumo,1500,"R$ 500.000,00",,,"R$ 54.507,59","R$ 239.492,18","R$ 0,00","R$ 0,00","R$ 30.483,57","R$ 92.233,10","R$ 39.862,62","R$ 175.516,66","R$ 131.736,31","R$ 115.506,90",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 445.492,41","R$ 223.969,41","R$ 155.369,52"
