,,,,,,,,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago
Categoria,Ficha,Elemento,Fonte,Orçado,Creditado,Anulado,Saldo,Janeiro,Janeiro,Janeiro,Fevereiro,Fevereiro,Fevereiro,Março,Março,Março,Abril ,Abril ,Abril ,Maio,Maio,Maio,Junho,Junho,Junho,Julho,Julho,Julho,Agosto,Agosto,Agosto,Setembro,Setembro,Setembro,Outubro,Outubro,Outubro,Novembro,Novembro,Novembro,Dezembro,Dezembro,Dezembro,Total,Total,Total
Atenção Primária,436,Contratação por tempo Determinado,1500,"R$ 1.460.000,00",,"R$ 55.095,94","R$ 545.725,23","R$ 264.033,59","R$ 264.033,59","R$ 243.345,07","R$ 261.520,54","R$ 261.520,54","R$ 267.410,15","R$ 333.624,70","R$ 333.624,70","R$ 326.762,59",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 859.178,83","R$ 859.178,83","R$ 837.517,81"
Atenção Primária,437,Vencimentos e Vantagens Fixas - Pessoal Civil,1500,"R$ 782.500,00",,"R$ 8.035,00","R$ 512.272,87","R$ 85.957,05","R$ 85.957,05","R$ 85.957,05","R$ 83.569,84","R$ 83.569,84","R$ 83.569,84","R$ 92.665,24","R$ 92.665,24","R$ 92.665,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 262.192,13","R$ 262.192,13","R$ 262.192,13"
Atenção Primária,438,Obrigações Patronais,1500,"R$ 163.700,00",,,"R$ 96.938,37","R$ 21.698,57","R$ 21.698,57","R$ 1.960,08","R$ 20.788,45","R$ 20.788,45","R$ 21.698,57","R$ 24.274,61","R$ 24.274,61","R$ 20.616,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 66.761,63","R$ 66.761,63","R$ 44.275,37"
Atenção Primária,439,Outras Despesas Variáveis - Pessoal Civil,1500,"R$ 2.000,00",,,"R$ 2.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Atenção Primária,440,Indenizações e Restituições Trabalhistas,1500,"R$ 5.000,00","R$ 145.222,99",,"R$ 0,00","R$ 37.095,94","R$ 37.095,94","R$ 35.907,21","R$ 47.185,93","R$ 47.185,93","R$ 48.374,66","R$ 65.941,12","R$ 65.941,12","R$ 65.941,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 150.222,99","R$ 150.222,99","R$ 150.222,99"
Atenção Primária,441,Diárias - Pessoal Civil,1500,"R$ 2.000,00",,"R$ 0,33","R$ 1.749,67","R$ 0,00","R$ 0,00","R$ 0,00","R$ 250,00","R$ 115,00","R$ 0,00","R$ 0,00","R$ 76,00","R$ 191,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 250,00","R$ 191,00","R$ 191,00"
Atenção Primária,442,Materiais de Consumo,1500,"R$ 50.000,00",,"R$ 25.237,74","R$ 4.845,45","R$ 8.250,00","R$ 0,00","R$ 0,00","R$ 3.416,00","R$ 1.700,44","R$ 870,52","R$ 8.250,81","R$ 3.896,37","R$ 4.726,29",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 19.916,81","R$ 5.596,81","R$ 5.596,81"
Atenção Primária,443,Outras Despesas de Pessoal decorrentes de Contratos de 3º,1500,"R$ 60.000,00",,"R$ 35.563,96","R$ 24.436,04","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Atenção Primária,444,Serviços de Terceiros PF,1500,"R$ 30.000,00",,,"R$ 19.195,83","R$ 8.673,17","R$ 0,00","R$ 0,00","R$ 2.131,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 1.683,49","R$ 1.683,49",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 10.804,17","R$ 1.683,49","R$ 1.683,49"
Atenção Primária,445,Serviços de Terceiros PJ,1500,"R$ 40.000,00",,,"R$ 30.000,95","R$ 6.429,05","R$ 0,00","R$ 0,00","R$ 3.470,00","R$ 632,68","R$ 544,02","R$ 100,00","R$ 950,00","R$ 670,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 9.999,05","R$ 1.582,68","R$ 1.214,08"
Atenção Primária,446,Auxílio-alimentação,1500,"R$ 30.600,00",,,"R$ 7.193,17","R$ 7.891,23","R$ 7.891,23","R$ 7.891,23","R$ 6.793,97","R$ 6.793,97","R$ 6.793,97","R$ 8.721,63","R$ 8.721,63","R$ 8.721,63",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 23.406,83","R$ 23.406,83","R$ 23.406,83"
Atenção Primária,447,Outros Auxílios  financeiros PF,1500,"R$ 36.000,00",,,"R$ 18.000,00","R$ 18.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 18.000,00","R$ 0,00","R$ 0,00"
Atenção Primária,449,Equipamentos e Materiais Permanentes,1500,"R$ 3.000,00",,,"R$ 3.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Atenção Primária,436,Contratação por tempo Determinado,1600,"R$ 2.150.000,00",,,"R$ 1.766.463,08","R$ 129.237,12","R$ 129.237,12","R$ 108.003,81","R$ 134.018,27","R$ 134.018,27","R$ 134.295,16","R$ 120.281,53","R$ 120.281,53","R$ 124.496,05",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 383.536,92","R$ 383.536,92","R$ 366.795,02"
Atenção Primária,437,Vencimentos e Vantagens Fixas - Pessoal Civil,1600,"R$ 379.000,00",,,"R$ 320.546,43","R$ 17.924,67","R$ 17.924,67","R$ 17.924,67","R$ 19.947,78","R$ 19.947,78","R$ 19.947,78","R$ 20.581,12","R$ 20.581,12","R$ 20.581,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 58.453,57","R$ 58.453,57","R$ 58.453,57"
Atenção Primária,438,Obrigações Patronais,1600,"R$ 60.640,00",,,"R$ 48.824,43","R$ 3.761,46","R$ 3.761,46","R$ 0,00","R$ 3.711,80","R$ 3.711,80","R$ 3.761,46","R$ 4.342,31","R$ 4.342,31","R$ 4.061,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 11.815,57","R$ 11.815,57","R$ 7.822,52"
Atenção Primária,439,Outras Despesas Variáveis - Pessoal Civil,1600,"R$ 500,00",,,"R$ 500,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Atenção Primária,440,Indenizações e Restituições Trabalhistas,1600,"R$ 1.000,00",,,"R$ 1.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Atenção Primária,442,Materiais de Consumo,1600,"R$ 80.000,00",,,"R$ 52.700,13","R$ 0,00","R$ 0,00","R$ 0,00","R$ 27.299,87","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 27.299,87","R$ 0,00","R$ 0,00"
Atenção Primária,444,Serviços de Terceiros PF,1600,"R$ 30.000,00",,,"R$ 25.738,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 4.262,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 4.262,00","R$ 0,00","R$ 0,00"
Atenção Primária,445,Serviços de Terceiros PJ,1600,"R$ 20.000,00",,,"R$ 15.108,00","R$ 4.892,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 323,00","R$ 15,50","R$ 0,00","R$ 323,00","R$ 630,50",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 4.892,00","R$ 646,00","R$ 646,00"
Atenção Primária,446,Auxílio-alimentação,1600,"R$ 52.000,00",,,"R$ 40.358,23","R$ 3.600,00","R$ 3.600,00","R$ 3.600,00","R$ 3.445,67","R$ 3.445,67","R$ 3.445,67","R$ 4.596,10","R$ 4.596,10","R$ 4.596,10",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 11.641,77","R$ 11.641,77","R$ 11.641,77"
Atenção Primária,449,Equipamentos e Materiais Permanentes,1600,"R$ 3.000,00",,,"R$ 3.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Atenção Primária,442,Materiais de Consumo,1600,"R$ 200,00",,,"R$ 200,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Atenção Primária,436,Contratação por tempo Determinado,1604,"R$ 1.288.200,00",,,"R$ 1.139.723,54","R$ 42.503,11","R$ 42.503,11","R$ 36.305,95","R$ 49.001,48","R$ 49.001,48","R$ 48.257,25","R$ 56.971,87","R$ 56.971,87","R$ 56.947,74",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 148.476,46","R$ 148.476,46","R$ 141.510,94"
Atenção Primária,446,Auxílio-alimentação,1604,"R$ 34.200,00",,,"R$ 29.834,60","R$ 1.190,40","R$ 1.190,40","R$ 1.190,40","R$ 1.275,00","R$ 1.275,00","R$ 1.275,00","R$ 1.900,00","R$ 1.900,00","R$ 1.900,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 4.365,40","R$ 4.365,40","R$ 4.365,40"
Atenção Primária,436,Contratação por tempo Determinado,1605,"R$ 35.000,00",,,"R$ 26.261,90","R$ 2.912,70","R$ 2.912,70","R$ 326,73","R$ 0,00","R$ 0,00","R$ 2.585,97","R$ 5.825,40","R$ 5.825,40","R$ 3.236,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 8.738,10","R$ 8.738,10","R$ 6.149,34"
Atenção Primária,437,Vencimentos e Vantagens Fixas - Pessoal Civil,1605,"R$ 59.600,00",,"R$ 8.478,67","R$ 40.671,92","R$ 2.872,07","R$ 2.872,07","R$ 306,58","R$ 0,00","R$ 0,00","R$ 2.565,49","R$ 7.577,34","R$ 7.577,34","R$ 4.213,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 10.449,41","R$ 10.449,41","R$ 7.085,95"
Atenção Primária,438,Obrigações Patronais,1605,"R$ 9.500,00",,"R$ 2.796,62","R$ 6.703,38","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Atenção Primária,436,Contratação por tempo Determinado,1621,"R$ 121.484,00",,"R$ 21.850,00","R$ 99.634,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Atenção Primária,437,Vencimentos e Vantagens Fixas - Pessoal Civil,1621,"R$ 10.000,00",,,"R$ 10.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Atenção Primária,438,Obrigações Patronais,1621,"R$ 1.600,00",,,"R$ 1.600,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Atenção Primária,439,Outras Despesas Variáveis - Pessoal Civil,1621,"R$ 1.000,00",,,"R$ 1.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Atenção Primária,440,Indenizações e Restituições Trabalhistas,1621,"R$ 1.000,00",,,"R$ 1.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Atenção Primária,442,Materiais de Consumo,1621,"R$ 70.000,00",,,"R$ 47.197,07","R$ 1.930,00","R$ 0,00","R$ 0,00","R$ 11.820,79","R$ 0,00","R$ 0,00","R$ 9.052,14","R$ 6.485,82","R$ 6.485,82",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 22.802,93","R$ 6.485,82","R$ 6.485,82"
Atenção Primária,445,Serviços de Terceiros PJ,1621,"R$ 10.000,00",,,"R$ 7.520,00","R$ 200,00","R$ 8,87","R$ 8,87","R$ 2.280,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 18,54","R$ 18,54",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 2.480,00","R$ 27,41","R$ 27,41"
Atenção Primária,446,Auxílio-alimentação,1621,"R$ 1.800,00",,,"R$ 1.800,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Atenção Primária,449,Equipamentos e Materiais Permanentes,1621,"R$ 3.000,00","R$ 250,00",,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 3.250,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 3.250,00","R$ 0,00","R$ 0,00"
Atenção Primária,445,Serviços de Terceiros PJ,1621,"R$ 350,00",,,"R$ 200,00","R$ 150,00","R$ 12,72","R$ 12,72","R$ 0,00","R$ 8,91","R$ 8,91","R$ 0,00","R$ 6,75","R$ 6,75",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 150,00","R$ 28,38","R$ 28,38"
Atenção Primária,445,Serviços de Terceiros PJ,1621,"R$ 100,00",,,"R$ 100,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Atenção Primária,442,Materiais de Consumo,2600,"R$ 0,00","R$ 450.000,00",,"R$ 420.922,38","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 29.077,62","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 29.077,62","R$ 0,00","R$ 0,00"
Atenção Primária,442,Materiais de Consumo,2621,"R$ 0,00","R$ 110.000,00",,"R$ 108.673,80","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 1.326,20","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 1.326,20","R$ 0,00","R$ 0,00"
Atenção Primária,445,Serviços de Terceiros PJ,2621,"R$ 0,00","R$ 20.000,00",,"R$ 11.466,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 3.734,00","R$ 0,00","R$ 0,00","R$ 4.800,00","R$ 2.940,00","R$ 2.940,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 8.534,00","R$ 2.940,00","R$ 2.940,00"
MAC,468,Materiais de Consumo,1500,"R$ 2.000,00",,,"R$ 2.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
MAC,471,Serviços de Terceiros PJ,1500,"R$ 3.000,00",,,"R$ 1.700,00","R$ 1.300,00","R$ 87,48","R$ 87,48","R$ 0,00","R$ 103,82","R$ 103,82","R$ 0,00","R$ 107,44","R$ 107,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 1.300,00","R$ 298,74","R$ 298,74"
MAC,463,Contratação por tempo Determinado,1500,"R$ 190.600,00",,,"R$ 150.330,29","R$ 16.025,31","R$ 16.025,31","R$ 13.408,77","R$ 14.513,66","R$ 14.513,66","R$ 14.929,00","R$ 9.730,74","R$ 9.730,74","R$ 10.430,15",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 40.269,71","R$ 40.269,71","R$ 38.767,92"
MAC,464,Vencimentos e Vantagens Fixas - Pessoal Civil,1500,"R$ 2.458.000,00",,"R$ 156.521,27","R$ 1.843.275,98","R$ 147.375,78","R$ 147.375,78","R$ 147.375,78","R$ 150.105,79","R$ 150.105,79","R$ 150.105,79","R$ 160.721,18","R$ 160.721,18","R$ 160.721,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 458.202,75","R$ 458.202,75","R$ 458.202,75"
MAC,465,Obrigações Patronais,1500,"R$ 486.000,00",,,"R$ 385.990,19","R$ 31.974,40","R$ 31.974,40","R$ 0,00","R$ 32.325,14","R$ 32.325,14","R$ 31.974,40","R$ 35.710,27","R$ 35.710,27","R$ 32.589,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 100.009,81","R$ 100.009,81","R$ 64.564,04"
MAC,466,Outras Despesas Variáveis - Pessoal Civil,1500,"R$ 102.496,08",,,"R$ 77.508,97","R$ 11.137,94","R$ 11.137,94","R$ 11.137,94","R$ 1.472,98","R$ 1.472,98","R$ 1.472,98","R$ 12.376,19","R$ 12.376,19","R$ 12.376,19",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 24.987,11","R$ 24.987,11","R$ 24.987,11"
MAC,700,Indenizações e Restituições Trabalhistas,1500,"R$ 0,00","R$ 22.936,81",,"R$ 0,00","R$ 5.294,38","R$ 5.294,38","R$ 5.294,38","R$ 8.169,06","R$ 8.169,06","R$ 8.169,06","R$ 9.473,37","R$ 9.473,37","R$ 9.473,37",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 22.936,81","R$ 22.936,81","R$ 22.936,81"
MAC,467,Diárias - Pessoal Civil,1500,"R$ 3.000,00",,,"R$ 3.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
MAC,468,Materiais de Consumo,1500,"R$ 100.000,00",,"R$ 6.924,27","R$ 79.401,65","R$ 6.374,50","R$ 0,00","R$ 0,00","R$ 3.591,95","R$ 200,35","R$ 200,35","R$ 3.707,63","R$ 1.699,00","R$ 50,97",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 13.674,08","R$ 1.899,35","R$ 251,32"
MAC,469,Outras Despesas de Pessoal decorrentes de Contratos de 3º,1500,"R$ 1.000.000,00","R$ 150.216,89",,"R$ 162.187,04","R$ 934.029,85","R$ 0,00","R$ 0,00","R$ 0,00","R$ 171.014,98","R$ 158.863,19","R$ 54.000,00","R$ 202.023,90","R$ 214.175,69",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 988.029,85","R$ 373.038,88","R$ 373.038,88"
MAC,470,Serviços de Terceiros PF,1500,"R$ 25.000,00",,,"R$ 18.133,06","R$ 6.866,94","R$ 0,00","R$ 0,00","R$ 0,00","R$ 2.436,68","R$ 2.436,68","R$ 0,00","R$ 1.476,68","R$ 1.476,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 6.866,94","R$ 3.913,36","R$ 3.913,36"
MAC,471,Serviços de Terceiros PJ,1500,"R$ 1.300.000,00","R$ 20.000,00",,"R$ 51.809,52","R$ 1.117.335,08","R$ 336,52","R$ 336,52","R$ 151.156,43","R$ 58.719,34","R$ 3.089,36","-R$ 301,03","R$ 319.458,00","R$ 370.799,62",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 1.268.190,48","R$ 378.513,86","R$ 374.225,50"
MAC,472,Auxílio-alimentação,1500,"R$ 97.000,00",,,"R$ 76.728,74","R$ 6.296,16","R$ 6.296,16","R$ 6.296,16","R$ 13.924,13","R$ 6.310,00","R$ 6.310,00","R$ 50,97","R$ 7.665,10","R$ 7.665,10",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 20.271,26","R$ 20.271,26","R$ 20.271,26"
MAC,473,Outros Auxílios  financeiros PF,1500,"R$ 12.000,00",,,"R$ 6.802,00","R$ 5.000,00","R$ 99,00","R$ 99,00","R$ 147,03","R$ 49,50","R$ 49,50","R$ 50,97","R$ 297,00","R$ 297,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 5.198,00","R$ 445,50","R$ 445,50"
MAC,474,Sentenças Judiciais,1500,"R$ 60.000,00",,,"R$ 50.000,00","R$ 10.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 10.000,00","R$ 0,00","R$ 0,00"
MAC,475,Despesas de Exercícios Anteriores,1500,"R$ 2.000,00",,,"R$ 2.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
MAC,476,Indenizações e Restituições,1500,"R$ 100,00",,,"R$ 100,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
MAC,464,Vencimentos e Vantagens Fixas - Pessoal Civil,1605,"R$ 20.500,00","R$ 270,66",,"R$ 9.884,20","R$ 591,36","R$ 591,36","R$ 70,68","R$ 9.112,38","R$ 9.112,38","R$ 9.633,06","R$ 1.182,72","R$ 1.182,72","R$ 665,54",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 10.886,46","R$ 10.886,46","R$ 10.369,28"
MAC,465,Obrigações Patronais,1605,"R$ 3.280,00",,,"R$ 3.280,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
MAC,468,Materiais de Consumo,1621,"R$ 3.000,00",,,"R$ 3.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
MAC,471,Serviços de Terceiros PJ,1621,"R$ 3.000,00",,,"R$ 2.700,00","R$ 300,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 13,08","R$ 13,08","R$ 0,00","R$ 9,76","R$ 9,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 300,00","R$ 22,84","R$ 22,84"
MAC,474,Sentenças Judiciais,1621,"R$ 0,00","R$ 61.600,00",,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 61.600,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 5.600,00","R$ 5.600,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 61.600,00","R$ 5.600,00","R$ 5.600,00"
MAC,477,Rateio Participação em Consórcio público,1500,"R$ 32.000,00",,,"R$ 10.259,60","R$ 21.740,40","R$ 1.811,70","R$ 1.811,70","R$ 0,00","R$ 1.811,70","R$ 1.811,70","R$ 0,00","R$ 1.811,70","R$ 1.811,70",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 21.740,40","R$ 5.435,10","R$ 5.435,10"
MAC,478,Rateio Participação em Consórcio público,1500,"R$ 58.000,00",,,"R$ 18.472,00","R$ 39.528,00","R$ 3.294,00","R$ 3.294,00","R$ 0,00","R$ 3.294,00","R$ 3.294,00","R$ 0,00","R$ 3.294,00","R$ 3.294,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 39.528,00","R$ 9.882,00","R$ 9.882,00"
MAC,479,Rateio Participação em Consórcio público,1500,"R$ 6.700,00",,,"R$ 2.088,40","R$ 4.611,60","R$ 384,30","R$ 384,30","R$ 0,00","R$ 384,30","R$ 384,30","R$ 0,00","R$ 384,30","R$ 384,30",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 4.611,60","R$ 1.152,90","R$ 1.152,90"
MAC,480,Rateio Participação em Consórcio público,1500,"R$ 690,00",,,"R$ 690,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
MAC,485,Indenizações e Restituições Trabalhistas,1500,"R$ 0,00","R$ 6.509,78","R$ 117,77","R$ 0,00","R$ 4.261,34","R$ 4.261,34","R$ 0,00","R$ 0,00","R$ 0,00","R$ 4.261,34","R$ 2.130,67","R$ 2.130,67","R$ 2.130,67",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 6.392,01","R$ 6.392,01","R$ 6.392,01"
MAC,487,Materiais de Consumo,1500,"R$ 1.000,00",,,"R$ 1.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
MAC,481,Contratação por tempo Determinado,1500,"R$ 251.600,00",,"R$ 8.545,01","R$ 177.102,58","R$ 21.512,14","R$ 21.512,14","R$ 17.918,05","R$ 20.949,30","R$ 20.949,30","R$ 21.488,18","R$ 23.490,97","R$ 23.490,97","R$ 22.951,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 65.952,41","R$ 65.952,41","R$ 62.357,23"
