,,,,,,,,,,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,"R$ 0,00",Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago
Categoria ,Código AT,Atividade,Ficha,Elemento,Fonte,Orçado,Creditado,Anulado,Saldo,Janeiro,Janeiro,Janeiro,Fevereiro,Fevereiro,Fevereiro,Março,Março,Março,Abril ,Abril ,Abril ,Maio,Maio,Maio,Junho,Junho,Junho,Julho,Julho,Julho,Agosto,Agosto,Agosto,Setembro,Setembro,Setembro,Outubro,Outubro,Outubro,Novembro,Novembro,Novembro,Dezembro,Dezembro,Dezembro,Total,Total,Total
Ensino Geral,2.040, Atividades do Transporte Escolar,546,Vencimentos e Vantagens Fixas - Pessoal Civil,15403,"R$ 106.500,00",,,"R$ 68.037,34","R$ 10.430,01","R$ 10.430,01","R$ 10.430,01","R$ 8.936,32","R$ 8.936,32","R$ 8.936,32","R$ 9.455,81","R$ 9.455,81","R$ 9.455,81","R$ 9.640,52","R$ 9.640,52","R$ 9.640,52",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 38.462,66","R$ 38.462,66","R$ 38.462,66"
Ensino Geral,2.040, Atividades do Transporte Escolar,548,Obrigações Patronais,15403,"R$ 31.950,00",,,"R$ 21.616,48","R$ 3.909,26","R$ 3.909,26",,"R$ 3.340,64","R$ 3.340,64","R$ 3.909,26","R$ 0,00","R$ 0,00","R$ 3.340,64","R$ 3.083,62","R$ 3.083,62","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 10.333,52","R$ 10.333,52","R$ 7.249,90"
Ensino Geral,2.040, Atividades do Transporte Escolar,550,Outras Despesas Variáveis - Pessoal Civil,15403,"R$ 35.000,00",,,"R$ 11.696,95","R$ 4.977,18","R$ 4.977,18","R$ 4.977,18","R$ 4.750,95","R$ 4.750,95","R$ 4.750,95","R$ 6.134,54","R$ 6.134,54","R$ 6.134,54","R$ 7.440,38","R$ 7.440,38","R$ 7.440,38",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 23.303,05","R$ 23.303,05","R$ 23.303,05"
Ensino Geral,2.040, Atividades do Transporte Escolar,553,Materiais de Consumo,15403,"R$ 1.065,00",,,"R$ 1.065,00","R$ 0,00",,,"R$ 0,00",,,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Geral,2.040, Atividades do Transporte Escolar,557,Serviços de Terceiros PJ,15403,"R$ 1.065,00",,,"R$ 1.065,00","R$ 0,00",,,"R$ 0,00",,,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Geral,2.040, Atividades do Transporte Escolar,666, AUXÍLIO-ALIMENTAÇÃO,15403,"R$ 0,00","R$ 1.541,00",,"-R$ 1.319,00","R$ 770,00","R$ 770,00","R$ 770,00","R$ 770,00","R$ 770,00","R$ 770,00","R$ 660,00","R$ 660,00","R$ 660,00","R$ 660,00","R$ 660,00","R$ 660,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 2.860,00","R$ 2.860,00","R$ 2.860,00"
Ensino Geral,2.040, Atividades do Transporte Escolar,558,Serviços de Terceiros PJ,1553,"R$ 242.000,00",,,"R$ 242.000,00","R$ 0,00",,,"R$ 0,00",,,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Geral,2.040, Atividades do Transporte Escolar,559,Serviços de Terceiros PJ,1569,"R$ 4.435,00",,,"R$ 4.435,00","R$ 0,00",,,"R$ 0,00",,,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Geral,2.040, Atividades do Transporte Escolar,554,Materiais de Consumo,1576,"R$ 1.597,50",,,"R$ 1.597,50","R$ 0,00",,,"R$ 0,00",,,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Geral,2.040, Atividades do Transporte Escolar,560,Serviços de Terceiros PJ,1576,"R$ 540.402,50",,,"R$ 403.008,48","R$ 20,00","R$ 13,08","R$ 13,08","R$ 0,00",,,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 137.374,02","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 137.394,02","R$ 13,08","R$ 13,08"
Ensino Fundamental,2.040, Atividades do Transporte Escolar,724,Obrigações Patronais,25403,,"R$ 3.017,65",,"R$ 0,00",,,,,,,"R$ 3.017,65","R$ 3.017,65","R$ 0,00","R$ 0,00","R$ 0,00","R$ 3.017,65",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 3.017,65","R$ 3.017,65","R$ 3.017,65"
Secretaria,2.041,Manutenção das Atividades da Secretaria de Educação,531,Materiais de Consumo,1500,"R$ 266.250,00",,,"R$ 229.240,96","R$ 8.821,77",,,"R$ 0,00","R$ 2.503,16","R$ 2.503,16","R$ 28.187,27","R$ 2.790,78","R$ 2.790,78","R$ 0,00","R$ 31.715,10","R$ 31.715,10",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 37.009,04","R$ 37.009,04","R$ 37.009,04"
Secretaria,2.041,Manutenção das Atividades da Secretaria de Educação,533," Material, Bem ou Serviço para Distribuição Gratuita",1500,"R$ 200.000,00",,,"R$ 198.473,10","R$ 0,00",,,"R$ 0,00",,,"R$ 1.526,90","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 1.526,90","R$ 0,00","R$ 0,00"
Secretaria,2.041,Manutenção das Atividades da Secretaria de Educação,524,Contratação por tempo Determinado,15001,"R$ 1.065,00",,,"R$ 1.065,00","R$ 0,00",,,"R$ 0,00",,,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Secretaria,2.041,Manutenção das Atividades da Secretaria de Educação,525,Vencimentos e Vantagens Fixas - Pessoal Civil,15001,"R$ 149.100,00",,,"R$ 122.891,84","R$ 6.552,04","R$ 6.552,04","R$ 6.552,04","R$ 6.552,04","R$ 6.552,04","R$ 6.552,04","R$ 6.552,04","R$ 6.552,04","R$ 6.552,04","R$ 6.552,04","R$ 6.552,04","R$ 6.552,04",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 26.208,16","R$ 26.208,16","R$ 26.208,16"
Secretaria,2.041,Manutenção das Atividades da Secretaria de Educação,526,Obrigações Patronais,15001,"R$ 53.250,00",,,"R$ 48.427,41","R$ 1.199,09","R$ 1.199,09",,"R$ 1.199,10","R$ 1.199,10","R$ 1.199,09","R$ 1.199,10","R$ 1.199,10","R$ 1.199,10","R$ 1.225,30","R$ 1.225,30","R$ 1.199,10",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 4.822,59","R$ 4.822,59","R$ 3.597,29"
Secretaria,2.041,Manutenção das Atividades da Secretaria de Educação,527,Outras Despesas Variáveis - Pessoal Civil,15001,"R$ 3.195,00",,,"R$ 3.195,00","R$ 0,00",,,"R$ 0,00",,,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Secretaria,2.041,Manutenção das Atividades da Secretaria de Educação,528, SENTENÇAS JUDICIAIS,15001,"R$ 31.950,00",,,"R$ 31.950,00","R$ 0,00",,,"R$ 0,00",,,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Secretaria,2.041,Manutenção das Atividades da Secretaria de Educação,529,Indenizações e Restituições Trabalhistas,15001,"R$ 42.600,00",,,"R$ 7.526,08","R$ 0,00",,,"R$ 25.130,74","R$ 25.130,74","R$ 25.130,74","R$ 9.943,18","R$ 9.943,18","R$ 9.943,18","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 35.073,92","R$ 35.073,92","R$ 35.073,92"
Secretaria,2.041,Manutenção das Atividades da Secretaria de Educação,530,Diárias - Pessoal Civil,15001,"R$ 3.000,00",,,"-R$ 2.899,00","R$ 0,00",,,"R$ 728,00","R$ 728,00","R$ 728,00","R$ 2.243,00","R$ 2.243,00","R$ 2.243,00","R$ 2.928,00","R$ 2.928,00","R$ 2.928,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 5.899,00","R$ 5.899,00","R$ 5.899,00"
Secretaria,2.041,Manutenção das Atividades da Secretaria de Educação,532,Materiais de Consumo,15001,"R$ 53.250,00",,,"R$ 45.979,63","R$ 1.175,20",,,"R$ 439,05","R$ 1.175,20","R$ 1.175,20","R$ 4.250,00","R$ 639,05","R$ 639,05","R$ 1.406,12","R$ 499,97","R$ 499,97",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 7.270,37","R$ 2.314,22","R$ 2.314,22"
Secretaria,2.041,Manutenção das Atividades da Secretaria de Educação,534,Serviços de Terceiros PJ,15001,"R$ 31.950,00",,,"-R$ 17.248,31","R$ 12.210,31","R$ 3.437,71","R$ 323,99","R$ 2.763,00","R$ 6.167,40","R$ 9.281,12","R$ 2.745,40","R$ 5.995,47","R$ 5.995,47","R$ 31.479,60","R$ 947,78","R$ 947,78",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 49.198,31","R$ 16.548,36","R$ 16.548,36"
Secretaria,2.041,Manutenção das Atividades da Secretaria de Educação,535,OBRIGAÇÕES TRIBUTÁRIAS E CONTRIBUTIVAS,15001,"R$ 5.325,00",,,"R$ 4.325,00","R$ 0,00",,,"R$ 1.000,00","R$ 102,92","R$ 102,92","R$ 0,00","R$ 78,09","R$ 78,09","R$ 0,00","R$ 78,64","R$ 78,64",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 1.000,00","R$ 259,65","R$ 259,65"
Secretaria,2.041,Manutenção das Atividades da Secretaria de Educação,536, INDENIZAÇÕES E RESTITUIÇÕES,15001,"R$ 31.950,00",,,"R$ 29.346,91","R$ 0,00",,,"R$ 0,00",,,"R$ 340,00","R$ 340,00","R$ 340,00","R$ 2.263,09","R$ 2.263,09","R$ 2.263,09",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 2.603,09","R$ 2.603,09","R$ 2.603,09"
Secretaria,2.041,Manutenção das Atividades da Secretaria de Educação,537,Obras e Instalações,15001,"R$ 31.950,00",,,"R$ 31.950,00","R$ 0,00",,,"R$ 0,00",,,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Secretaria,2.041,Manutenção das Atividades da Secretaria de Educação,538,Equipamentos e Materiais Permanentes,15001,"R$ 5.325,00",,,"R$ 4.369,27","R$ 0,00",,,"R$ 690,00",,,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 265,73","R$ 690,00","R$ 690,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 955,73","R$ 690,00","R$ 690,00"
Ensino Superior,2.042,Manutenção das atividades da educação,563,Vencimentos e Vantagens Fixas - Pessoal Civil,1500,"R$ 42.600,00",,,"R$ 42.600,00","R$ 0,00",,,"R$ 0,00",,,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Superior,2.042,Manutenção das atividades da educação,564,Obrigações Patronais,1500,"R$ 8.520,00",,,"R$ 8.520,00","R$ 0,00",,,"R$ 0,00",,,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Superior,2.042,Manutenção das atividades da educação,565,Outras Despesas Variáveis - Pessoal Civil,1500,"R$ 4.260,00",,,"R$ 4.260,00","R$ 0,00",,,"R$ 0,00",,,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Superior,2.042,Manutenção das atividades da educação,566,Diárias - Pessoal Civil,1500,"R$ 31.950,00",,,"R$ 26.310,00","R$ 720,00","R$ 720,00","R$ 720,00","R$ 600,00","R$ 600,00","R$ 600,00","R$ 1.740,00","R$ 1.740,00","R$ 1.740,00","R$ 2.580,00","R$ 2.580,00","R$ 2.580,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 5.640,00","R$ 5.640,00","R$ 5.640,00"
Ensino Superior,2.042,Manutenção das atividades da educação,567,Materiais de Consumo,1500,"R$ 21.300,00",,,"R$ 21.300,00","R$ 0,00",,,"R$ 0,00",,,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Superior,2.042,Manutenção das atividades da educação,568,Serviços de Terceiro PF,1500,"R$ 1.065,00",,,"R$ 1.065,00","R$ 0,00",,,"R$ 0,00",,,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Superior,2.042,Manutenção das atividades da educação,569,Serviços de Terceiros PJ,1500,"R$ 10.650,00",,,"R$ 10.650,00","R$ 0,00",,,"R$ 0,00",,,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Superior,2.043,Manutenção do Programa Concessão de Bolsas de Estudo,570,Serviços de Terceiros PJ,1500,"R$ 5.000,00",,,"R$ 5.000,00","R$ 0,00",,,"R$ 0,00",,,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Educação Infantil,2.045,Manutenção das atividades da educação,571,Contratação por tempo Determinado,15001,"R$ 155.490,00",,,"R$ 155.306,63","R$ 0,00",,,"R$ 0,00",,,"R$ 183,37","R$ 183,37","R$ 183,37","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 183,37","R$ 183,37","R$ 183,37"
Educação Infantil,2.045,Manutenção das atividades da educação,574,Vencimentos e Vantagens Fixas - Pessoal Civil,15001,"R$ 236.430,00",,,"R$ 236.430,00","R$ 0,00",,,"R$ 0,00",,,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Educação Infantil,2.045,Manutenção das atividades da educação,578,Obrigações Patronais,15001,"R$ 87.330,00",,,"R$ 87.320,23","R$ 0,00",,,"R$ 0,00",,,"R$ 9,77","R$ 9,77","R$ 0,00","R$ 0,00","R$ 0,00","R$ 9,77",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 9,77","R$ 9,77","R$ 9,77"
Educação Infantil,2.045,Manutenção das atividades da educação,581,Outras Despesas Variáveis - Pessoal Civil,15001,"R$ 12.780,00",,,"R$ 12.780,00","R$ 0,00",,,"R$ 0,00",,,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Educação Infantil,2.045,Manutenção das atividades da educação,584,Diárias - Pessoal Civil,15001,"R$ 5.325,00",,,"R$ 5.325,00","R$ 0,00",,,"R$ 0,00",,,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Educação Infantil,2.045,Manutenção das atividades da educação,585,Materiais de Consumo,15001,"R$ 197.025,00",,,"R$ 114.023,59","R$ 0,00",,,"R$ 50.467,65","R$ 572,64","R$ 572,64","R$ 1.246,40","R$ 7.232,83","R$ 7.232,83","R$ 31.287,36","R$ 31.278,47","R$ 31.117,37",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 83.001,41","R$ 39.083,94","R$ 38.922,84"
Educação Infantil,2.045,Manutenção das atividades da educação,586,Serviços de Terceiro PF,15001,"R$ 10.650,00",,"R$ 1,00","R$ 10.649,00","R$ 0,00",,,"R$ 0,00",,,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Educação Infantil,2.045,Manutenção das atividades da educação,587,Serviços de Terceiros PJ,15001,"R$ 31.950,00",,,"R$ 17.966,00","R$ 9.000,00","R$ 900,53","R$ 900,53","R$ 2.000,00","R$ 469,90","R$ 469,90","R$ 0,00","R$ 47,87","R$ 47,87","R$ 2.984,00","R$ 267,43","R$ 267,43",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 13.984,00","R$ 1.685,73","R$ 1.685,73"
Educação Infantil,2.045,Manutenção das atividades da educação,663,SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO - PESSOA JURÍDICA,15001,"R$ 0,00","R$ 1,00",,"R$ 1,00","R$ 0,00",,,"R$ 0,00",,,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Educação Infantil,2.045,Manutenção das atividades da educação,588,Obras e Instalações,15001,"R$ 1.065,00",,,"R$ 1.065,00","R$ 0,00",,,"R$ 0,00",,,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Educação Infantil,2.045,Manutenção das atividades da educação,589,Equipamentos e Materiais Permanentes,15001,"R$ 15.975,00",,"R$ 4.600,00","R$ 11.020,34","R$ 0,00",,,"R$ 354,66",,,"R$ 0,00","R$ 354,66","R$ 354,66","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 354,66","R$ 354,66","R$ 354,66"
Educação Infantil,2.045,Manutenção das atividades da educação,572,Contratação por tempo Determinado,15403,"R$ 124.392,00",,"R$ 1.250,00","R$ 123.142,00","R$ 0,00",,,"R$ 0,00",,,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Educação Infantil,2.045,Manutenção das atividades da educação,575,Vencimentos e Vantagens Fixas - Pessoal Civil,15403,"R$ 189.144,00",,,"R$ 189.144,00","R$ 0,00",,,"R$ 0,00",,,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Educação Infantil,2.045,Manutenção das atividades da educação,579,Obrigações Patronais,15403,"R$ 61.344,00",,,"R$ 45.977,57","R$ 0,00",,,"R$ 0,00",,,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 15.366,43","R$ 15.366,43","R$ 5.272,66",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 15.366,43","R$ 15.366,43","R$ 5.272,66"
Educação Infantil,2.045,Manutenção das atividades da educação,582,Outras Despesas Variáveis - Pessoal Civil,15403,"R$ 10.224,00",,,"R$ 10.224,00","R$ 0,00",,,"R$ 0,00",,,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Educação Infantil,2.045,Manutenção das atividades da educação,665, AUXÍLIO-ALIMENTAÇÃO,15403,"R$ 0,00","R$ 3.191,00",,"-R$ 3.736,45","R$ 1.210,00","R$ 1.210,00","R$ 1.210,00","R$ 1.980,00","R$ 1.980,00","R$ 1.980,00","R$ 1.870,00","R$ 1.870,00","R$ 1.870,00","R$ 1.867,45","R$ 1.867,45","R$ 1.867,45",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 6.927,45","R$ 6.927,45","R$ 6.927,45"
Educação Infantil,2.045,Manutenção das atividades da educação,573,Contratação por tempo Determinado,15407,"R$ 497.568,00",,,"R$ 369.434,93","R$ 0,00",,,"R$ 41.104,44","R$ 41.104,44","R$ 41.104,44","R$ 43.138,37","R$ 43.138,37","R$ 43.138,37","R$ 43.890,26","R$ 43.890,26","R$ 43.890,26",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 128.133,07","R$ 128.133,07","R$ 128.133,07"
Educação Infantil,2.045,Manutenção das atividades da educação,576,Vencimentos e Vantagens Fixas - Pessoal Civil,15407,"R$ 756.576,00",,,"R$ 631.238,29","R$ 16.001,80","R$ 16.001,80","R$ 16.001,80","R$ 35.609,18","R$ 35.609,18","R$ 35.609,18","R$ 35.444,10","R$ 35.444,10","R$ 35.444,10","R$ 38.282,63","R$ 38.282,63","R$ 38.282,63",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 125.337,71","R$ 125.337,71","R$ 125.337,71"
Educação Infantil,2.045,Manutenção das atividades da educação,580,Obrigações Patronais,15407,"R$ 279.456,00",,,"R$ 256.326,64","R$ 9.089,84","R$ 9.089,84",,"R$ 14.039,52","R$ 14.039,52","R$ 13.877,21","R$ 0,00","R$ 0,00","R$ 9.252,15","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 23.129,36","R$ 23.129,36","R$ 23.129,36"
Educação Infantil,2.045,Manutenção das atividades da educação,583,Outras Despesas Variáveis - Pessoal Civil,15407,"R$ 40.896,00",,,"R$ 38.033,49","R$ 0,00",,,"R$ 520,34","R$ 520,34","R$ 520,34","R$ 1.105,46","R$ 1.105,46","R$ 1.105,46","R$ 1.236,71","R$ 1.236,71","R$ 1.236,71",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 2.862,51","R$ 2.862,51","R$ 2.862,51"
Educação Infantil,2.045,Manutenção das atividades da educação,577,Vencimentos e Vantagens Fixas - Pessoal Civil,1542,"R$ 500,60",,,"R$ 500,60","R$ 0,00",,,"R$ 0,00",,,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Educação Infantil,2.045,Manutenção das atividades da educação,723,Obrigações Patronais,25407,,"R$ 14.381,54",,"R$ 0,00",,,,,,,"R$ 14.381,54","R$ 14.381,54","R$ 4.952,45","R$ 0,00","R$ 0,00","R$ 9.429,09",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 14.381,54","R$ 14.381,54","R$ 14.381,54"
Ensino Geral,2.046, Associação de Pais e Amigos dos Excepcionais - APAE,590,Subvenções Sociais,15001,"R$ 30.000,00",,,"R$ 30.000,00","R$ 0,00",,,"R$ 0,00",,,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Geral,2.047,Manutenção das atividades da educação,591,Diárias - Pessoal Civil,15001,"R$ 15.975,00",,,"R$ 12.370,00","R$ 360,00","R$ 360,00","R$ 360,00","R$ 0,00",,,"R$ 1.590,00","R$ 1.590,00","R$ 1.590,00","R$ 1.655,00","R$ 1.655,00","R$ 1.655,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 3.605,00","R$ 3.605,00","R$ 3.605,00"
Ensino Geral,2.047,Manutenção das atividades da educação,592,Materiais de Consumo,15001,"R$ 10.650,00",,,"R$ 10.650,00","R$ 0,00",,,"R$ 0,00",,,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Geral,2.047,Manutenção das atividades da educação,593,Serviços de Terceiro PF,15001,"R$ 53.250,00",,,"R$ 40.659,80","R$ 12.390,20","R$ 211,20","R$ 211,20","R$ 0,00","R$ 2.110,54","R$ 2.110,54","R$ 200,00","R$ 2.124,42","R$ 2.124,42","R$ 0,00","R$ 2.369,30","R$ 2.369,30",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 12.590,20","R$ 6.815,46","R$ 6.815,46"
Curso Técnico,2.048,Manutenção das atividades da educação,561,Diárias - Pessoal Civil,1500,"R$ 5.325,00",,,"R$ 3.310,00","R$ 595,00","R$ 595,00","R$ 595,00","R$ 0,00",,,"R$ 595,00","R$ 595,00","R$ 595,00","R$ 825,00","R$ 825,00","R$ 825,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 2.015,00","R$ 2.015,00","R$ 2.015,00"
Curso Técnico,2.048,Manutenção das atividades da educação,562,Materiais de Consumo,1500,"R$ 5.325,00",,,"R$ 5.325,00","R$ 0,00",,,"R$ 0,00",,,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Geral,2.104,União Nacional dos Diregentes Municipais de Educação UNDIME,487,Contribuições,15001,"R$ 2.000,00",,,"R$ 1.082,00","R$ 918,00","R$ 918,00","R$ 918,00","R$ 0,00",,,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 918,00","R$ 918,00","R$ 918,00"
Ensino Geral,2.050,Programa de Merenda Escolar,594,Materiais de Consumo,1500,"R$ 585.750,00",,,"R$ 329.685,65","R$ 52.594,51","R$ 46.409,11",,"R$ 72.283,42","R$ 60.023,29","R$ 106.432,40","R$ 81.172,12","R$ 31.181,72","R$ 31.181,72","R$ 50.014,30","R$ 64.986,86","R$ 64.913,15",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 256.064,35","R$ 202.600,98","R$ 202.527,27"
