,,,,,,,,,,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago
Categoria ,Código AT,Atividade ,Ficha,Elemento,Fonte,Orçado,Creditado,Anulado,Saldo,Janeiro,Janeiro,Janeiro,Fevereiro,Fevereiro,Fevereiro,Março,Março,Março,Abril ,Abril ,Abril ,Maio,Maio,Maio,Junho,Junho,Junho,Julho,Julho,Julho,Agosto,Agosto,Agosto,Setembro,Setembro,Setembro,Outubro,Outubro,Outubro,Novembro,Novembro,Novembro,Dezembro,Dezembro,Dezembro,Total,Total,Total
Ensino Fundamental,12.361.120.120.830.000,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,389,Vencimentos e Vantagens Fixas - Pessoal Civil,1500,"R$ 5.000,00",,"R$ 5.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Fundamental,12.361.120.120.830.000,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,390,Obrigações Patronais,1500,"R$ 2.000,00",,,"R$ 2.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Fundamental,12.361.120.120.830.000,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,391,Obrigações Patronais,15001,"R$ 290.000,00",,,"R$ 176.208,57","R$ 26.790,86","R$ 26.790,86","R$ 0,00","R$ 2.917,63","R$ 2.917,63","R$ 26.790,86","R$ 41.195,46","R$ 41.195,46","R$ 2.917,63","R$ 42.887,48","R$ 42.887,48","R$ 41.195,46",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 113.791,43","R$ 113.791,43","R$ 70.903,95"
Ensino Fundamental,12.361.120.120.830.000,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,392,Obrigações Patronais,1500,"R$ 2.000,00",,"R$ 500,00","R$ 1.500,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Fundamental,12.361.120.120.830.000,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,393,Outras Despesas Variáveis - Pessoal Civil,15001,"R$ 74.800,00",,"R$ 738,00","R$ 48.820,90","R$ 8.520,23","R$ 8.520,23","R$ 8.520,23","R$ 0,00","R$ 0,00","R$ 0,00","R$ 7.474,04","R$ 7.474,04","R$ 7.474,04","R$ 9.246,83","R$ 9.246,83","R$ 9.246,83",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 25.241,10","R$ 25.241,10","R$ 25.241,10"
Ensino Fundamental,12.361.120.120.830.000,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,394,Sentenças Judiciais,15001,"R$ 1.000,00",,,"R$ 1.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Fundamental,12.361.120.120.830.000,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,395,Despesas de exercícios anteriores,15001,"R$ 1.000,00",,,"R$ 1.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Fundamental,12.361.120.120.830.000,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,396,Indenizações e Restituições Trabalhistas,1500,"R$ 250.000,00",,,"R$ 169.268,17","R$ 0,00","R$ 0,00","R$ 0,00","R$ 79.993,03","R$ 79.993,03","R$ 79.993,03","R$ 0,00","R$ 0,00","R$ 0,00","R$ 738,80","R$ 738,80","R$ 738,80",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 80.731,83","R$ 80.731,83","R$ 80.731,83"
Ensino Fundamental,12.361.120.120.830.000,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,397,Indenizações e Restituições Trabalhistas,15001,"R$ 10.000,00","R$ 6.749,00",,"R$ 752,12","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 10.810,70","R$ 10.810,70","R$ 10.810,70","R$ 5.186,18","R$ 5.186,18","R$ 5.186,18",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 15.996,88","R$ 15.996,88","R$ 15.996,88"
Ensino Fundamental,12.361.120.120.830.000,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,398,Indenizações e Restituições Trabalhistas,15407,"R$ 15.000,00",,,"R$ 12.149,55","R$ 0,00","R$ 0,00","R$ 0,00","R$ 2.850,45","R$ 2.850,45","R$ 2.850,45","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 2.850,45","R$ 2.850,45","R$ 2.850,45"
