,,,,,,,,,,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago
Categoria,Código AT,Atividade,Ficha,Elemento,Fonte,Orçado,Creditado,Anulado,Saldo,Janeiro,Janeiro,Janeiro,Fevereiro,Fevereiro,Fevereiro,Março,Março,Março,Abril ,Abril ,Abril ,Maio,Maio,Maio,Junho,Junho,Junho,Julho,Julho,Julho,Agosto,Agosto,Agosto,Setembro,Setembro,Setembro,Outubro,Outubro,Outubro,Novembro,Novembro,Novembro,Dezembro,Dezembro,Dezembro,Total,Total,Total
Educação Infantil,2.045,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,250,Vencimentos e Vantagens Fixas - Pessoal Civil,1500,"R$ 130.000,00",,,"R$ 130.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Educação Infantil,2.045,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,250,Vencimentos e Vantagens Fixas - Pessoal Civil,25001,"R$ 0,00","R$ 8.936,57",,"R$ 0,00","R$ 4.239,36","R$ 4.239,36","R$ 4.239,36","R$ 4.697,21","R$ 4.697,21","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 8.936,57","R$ 8.936,57","R$ 4.239,36"
Educação Infantil,2.045,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,251,Obrigações Patronais,1500,"R$ 30.000,00",,,"R$ 30.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Educação Infantil,2.045,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,251,Obrigações Patronais,25001,"R$ 0,00","R$ 2.897,13",,"R$ 776,43","R$ 1.032,28","R$ 1.032,28","R$ 0,00","R$ 1.088,42","R$ 1.088,42","R$ 1.032,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 2.120,70","R$ 2.120,70","R$ 1.032,28"
Educação Infantil,2.045,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,252,Outras Despesas Variáveis - Pessoal Civil,1500,"R$ 5.000,00",,,"R$ 5.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Educação Infantil,2.045,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,253,Indenizações e Restituições Trabalhistas,1500,"R$ 2.000,00",,,"R$ 2.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Educação Infantil,2.045,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,253,Indenizações e Restituições Trabalhistas,15001,"R$ 0,00","R$ 121.385,33",,"-R$ 1.989,78","R$ 120.999,13","R$ 120.999,13","R$ 120.999,13","R$ 2.375,98","R$ 2.375,98","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 123.375,11","R$ 123.375,11","R$ 120.999,13"
Educação Infantil,2.045,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,254,Materiais de Consumo,15001,"R$ 25.000,00","R$ 15.000,00",,"R$ 6.023,00","R$ 33.977,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 3.977,00","R$ 3.977,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 33.977,00","R$ 3.977,00","R$ 3.977,00"
Educação Infantil,2.045,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,255,"Material, Bem ou Serviço p/Dist.Gratuita",15001,"R$ 10.000,00","R$ 30.000,00",,"R$ 0,00","R$ 40.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 40.000,00","R$ 0,00","R$ 0,00"
Educação Infantil,2.045,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,256,Serviços de Terceiro PF,1500,"R$ 5.000,00",,,"R$ 5.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Educação Infantil,2.045,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,257,Serviços de Terceiros PJ,15001,"R$ 30.000,00",,,"R$ 13.930,00","R$ 14.850,00","R$ 4.125,00","R$ 0,00","R$ 1.220,00","R$ 4.125,00","R$ 4.125,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 16.070,00","R$ 8.250,00","R$ 4.125,00"
Ensino Fundamental,2.164,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,258,Contratação por tempo Determinado,15407,"R$ 1.100.000,00",,,"R$ 959.853,78","R$ 0,00","R$ 0,00","R$ 0,00","R$ 140.146,22","R$ 140.146,22","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 140.146,22","R$ 140.146,22","R$ 0,00"
Ensino Fundamental,2.164,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,258,Contratação por tempo Determinado,25407,"R$ 0,00","R$ 7.229,88",,"R$ 0,00","R$ 7.229,88","R$ 7.229,88","R$ 7.229,88","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 7.229,88","R$ 7.229,88","R$ 7.229,88"
Ensino Fundamental,2.164,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,259,Vencimentos e Vantagens Fixas - Pessoal Civil,15407,"R$ 1.600.000,00",,,"R$ 1.428.084,70","R$ 0,00","R$ 0,00","R$ 0,00","R$ 171.915,30","R$ 171.915,30","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 171.915,30","R$ 171.915,30","R$ 0,00"
Ensino Fundamental,2.164,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,259,Vencimentos e Vantagens Fixas - Pessoal Civil,25407,"R$ 0,00","R$ 159.551,44",,"R$ 0,00","R$ 159.551,44","R$ 159.551,44","R$ 159.551,44","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 159.551,44","R$ 159.551,44","R$ 159.551,44"
Ensino Fundamental,2.164,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,260,Obrigações Patronais,15407,"R$ 450.000,00",,,"R$ 398.675,64","R$ 0,00","R$ 0,00","R$ 0,00","R$ 51.324,36","R$ 51.324,36","R$ 28.254,42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 51.324,36","R$ 51.324,36","R$ 28.254,42"
Ensino Fundamental,2.164,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,260,Obrigações Patronais,25407,"R$ 0,00","R$ 28.254,42",,"R$ 0,00","R$ 28.254,42","R$ 28.254,42","R$ 28.254,42","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 28.254,42","R$ 28.254,42","R$ 28.254,42"
Ensino Fundamental,2.164,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,261,Outras Despesas Variáveis - Pessoal Civil,15407,"R$ 15.000,00",,,"R$ 12.568,50","R$ 0,00","R$ 0,00","R$ 1.523,18","R$ 2.431,50","R$ 2.431,50","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 2.431,50","R$ 2.431,50","R$ 1.523,18"
Ensino Fundamental,2.164,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,261,Outras Despesas Variáveis - Pessoal Civil,25407,"R$ 0,00","R$ 1.523,44",,"R$ 0,26","R$ 1.523,18","R$ 1.523,18","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 1.523,18","R$ 1.523,18","R$ 0,00"
Ensino Fundamental,2.164,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,262,Indenizações e Restituições Trabalhistas,15403,"R$ 50.000,00",,,"R$ 50.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Educação Infantil,2.167,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,263,Contratação por tempo Determinado,15407,"R$ 650.000,00",,,"R$ 594.737,16","R$ 0,00","R$ 0,00","R$ 0,00","R$ 55.262,84","R$ 55.262,84","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 55.262,84","R$ 55.262,84","R$ 0,00"
Educação Infantil,2.167,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,263,Contratação por tempo Determinado,25407,"R$ 0,00","R$ 6.225,02",,"R$ 0,00","R$ 6.225,02","R$ 6.225,02","R$ 6.225,02","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 6.225,02","R$ 6.225,02","R$ 6.225,02"
Educação Infantil,2.167,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,264,Vencimentos e Vantagens Fixas - Pessoal Civil,15407,"R$ 220.000,00",,,"R$ 214.699,81","R$ 0,00","R$ 0,00","R$ 0,00","R$ 5.300,19","R$ 5.300,19","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 5.300,19","R$ 5.300,19","R$ 0,00"
Educação Infantil,2.167,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,264,Vencimentos e Vantagens Fixas - Pessoal Civil,25407,"R$ 0,00","R$ 3.084,72",,"R$ 0,00","R$ 3.084,72","R$ 3.084,72","R$ 3.084,72","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 3.084,72","R$ 3.084,72","R$ 3.084,72"
Educação Infantil,2.167,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,265,Obrigações Patronais,15407,"R$ 170.000,00",,,"R$ 160.912,51","R$ 0,00","R$ 0,00","R$ 0,00","R$ 9.087,49","R$ 9.087,49","R$ 1.582,66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 9.087,49","R$ 9.087,49","R$ 1.582,66"
Educação Infantil,2.167,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,265,Obrigações Patronais,25407,"R$ 0,00","R$ 1.582,66",,"R$ 0,00","R$ 1.582,66","R$ 1.582,66","R$ 1.582,66","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 1.582,66","R$ 1.582,66","R$ 1.582,66"
Educação Infantil,2.167,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,266,Outras Despesas Variáveis - Pessoal Civil,15403,"R$ 10.000,00",,,"R$ 10.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Educação Infantil,2.167,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,267,Indenizações e Restituições Trabalhistas,15403,"R$ 20.000,00",,,"R$ 20.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Educação Infantil,2.169,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,268,Contratação por tempo Determinado,15407,"R$ 670.000,00",,,"R$ 587.298,42","R$ 0,00","R$ 0,00","R$ 0,00","R$ 82.701,58","R$ 82.701,58","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 82.701,58","R$ 82.701,58","R$ 0,00"
Educação Infantil,2.169,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,268,Contratação por tempo Determinado,25407,"R$ 0,00","R$ 15.599,98",,"R$ 0,00","R$ 15.599,98","R$ 15.599,98","R$ 15.599,98","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 15.599,98","R$ 15.599,98","R$ 15.599,98"
Educação Infantil,2.169,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,269,Vencimentos e Vantagens Fixas - Pessoal Civil,15407,"R$ 412.000,00",,,"R$ 361.278,97","R$ 0,00","R$ 0,00","R$ 0,00","R$ 50.721,03","R$ 50.721,03","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 50.721,03","R$ 50.721,03","R$ 0,00"
Educação Infantil,2.169,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,269,Vencimentos e Vantagens Fixas - Pessoal Civil,25403,"R$ 0,00","R$ 40.894,00",,"R$ 0,00","R$ 40.894,00","R$ 40.894,00","R$ 40.894,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 40.894,00","R$ 40.894,00","R$ 40.894,00"
Educação Infantil,2.169,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,270,Obrigações Patronais,15407,"R$ 160.000,00",,,"R$ 150.912,51","R$ 0,00","R$ 0,00","R$ 0,00","R$ 9.087,49","R$ 9.087,49","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 9.087,49","R$ 9.087,49","R$ 0,00"
Educação Infantil,2.169,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,270,Obrigações Patronais,25407,"R$ 0,00","R$ 9.573,35",,"R$ 0,00","R$ 9.573,35","R$ 9.573,35","R$ 0,00","R$ 0,00","R$ 0,00","R$ 9.573,35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 9.573,35","R$ 9.573,35","R$ 9.573,35"
Educação Infantil,2.169,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,271,Outras Despesas Variáveis - Pessoal Civil,15403,"R$ 10.000,00",,,"R$ 10.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Educação Infantil,2.169,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,272,Indenizações e Restituições Trabalhistas,15403,"R$ 30.000,00",,,"R$ 30.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Geral,2.173,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,273,Vencimentos e Vantagens Fixas - Pessoal Civil,15403,"R$ 180.000,00",,,"R$ 180.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Geral,2.173,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,274,Obrigações Patronais,15403,"R$ 38.000,00",,,"R$ 38.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Geral,2.064,ATIV. COMPLEMENTARES DE EDUCAÇÃO,275,Materiais de Consumo,1500,"R$ 50.000,00",,,"R$ 35.366,02","R$ 6.246,20","R$ 0,00","R$ 0,00","R$ 8.387,78","R$ 1.503,54","R$ 552,34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 14.633,98","R$ 1.503,54","R$ 552,34"
Ensino Geral,2.064,ATIV. COMPLEMENTARES DE EDUCAÇÃO,275,Materiais de Consumo,1550,"R$ 30.000,00",,,"R$ 30.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Geral,2.064,ATIV. COMPLEMENTARES DE EDUCAÇÃO,276,Serviços de Terceiros PJ,1500,"R$ 20.000,00",,,"R$ 19.500,00","R$ 500,00","R$ 1,04","R$ 0,00","R$ 0,00","R$ 42,10","R$ 42,10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 500,00","R$ 43,14","R$ 42,10"
Ensino Geral,2.064,ATIV. COMPLEMENTARES DE EDUCAÇÃO,276,Serviços de Terceiros PJ,1550,"R$ 30.000,00",,,"R$ 29.800,00","R$ 200,00","R$ 13,39","R$ 13,39","R$ 0,00","R$ 13,39","R$ 13,39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 200,00","R$ 26,78","R$ 26,78"
Ensino Geral,2.064,ATIV. COMPLEMENTARES DE EDUCAÇÃO,276,Serviços de Terceiros PJ,2550,"R$ 0,00","R$ 32.996,46",,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 32.996,46","R$ 32.996,46","R$ 32.996,46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 32.996,46","R$ 32.996,46","R$ 32.996,46"
Ensino Fundamental,2.058,MANUT.MERENDA ESCOLAR,277,Materiais de Consumo,1500,"R$ 200.000,00",,,"R$ 135.825,59","R$ 23.563,24","R$ 3.076,30","R$ 0,00","R$ 40.611,17","R$ 23.603,01","R$ 4.349,50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 64.174,41","R$ 26.679,31","R$ 4.349,50"
Ensino Fundamental,2.058,MANUT.MERENDA ESCOLAR,277,Materiais de Consumo,1550,"R$ 10.000,00",,,"R$ 10.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Fundamental,2.058,MANUT.MERENDA ESCOLAR,277,Materiais de Consumo,1552,"R$ 50.000,00",,,"R$ 50.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 4.396,40","R$ 4.396,40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 4.396,40","R$ 4.396,40"
Educação Infantil,2.059,MANUT.MERENDA ESCOLAR,278,Materiais de Consumo,1500,"R$ 500.000,00",,,"R$ 487.899,71","R$ 7.248,44","R$ 1.348,68","R$ 0,00","R$ 4.851,85","R$ 4.962,16","R$ 2.523,33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 12.100,29","R$ 6.310,84","R$ 2.523,33"
Educação Infantil,2.059,MANUT.MERENDA ESCOLAR,278,Materiais de Consumo,1550,"R$ 20.000,00",,,"R$ 20.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Educação Infantil,2.059,MANUT.MERENDA ESCOLAR,278,Materiais de Consumo,1552,"R$ 30.000,00",,,"R$ 30.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Educação Infantil,2.060,MANUT.MERENDA ESCOLAR,279,Materiais de Consumo,1500,"R$ 80.000,00",,,"R$ 66.103,08","R$ 7.939,59","R$ 4.236,85","R$ 0,00","R$ 5.957,33","R$ 2.879,19","R$ 5.105,25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 13.896,92","R$ 7.116,04","R$ 5.105,25"
Educação Infantil,2.060,MANUT.MERENDA ESCOLAR,279,Materiais de Consumo,1550,"R$ 20.000,00",,,"R$ 20.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Educação Infantil,2.060,MANUT.MERENDA ESCOLAR,279,Materiais de Consumo,1552,"R$ 40.000,00",,,"R$ 40.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Educação Infantil,1.110,INVEST/ESTRUTURAÇÃO DAS UNID ESCOLARES,280,Equipamentos e Materiais Permanentes,1550,"R$ 40.000,00",,,"R$ 40.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Educação Infantil,1.110,INVEST/ESTRUTURAÇÃO DAS UNID ESCOLARES,280,Equipamentos e Materiais Permanentes,1569,"R$ 7.000,00",,,"R$ 7.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Geral,2.064,ATIV. COMPLEMENTARES DE EDUCAÇÃO,281,Materiais de Consumo,1500,"R$ 20.000,00",,,"R$ 20.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Geral,2.064,ATIV. COMPLEMENTARES DE EDUCAÇÃO,281,Materiais de Consumo,1543,"R$ 0,00",,,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Geral,2.064,ATIV. COMPLEMENTARES DE EDUCAÇÃO,281,Materiais de Consumo,1550,"R$ 50.000,00",,,"R$ 32.039,60","R$ 17.960,40","R$ 0,00","R$ 0,00","R$ 0,00","R$ 5.154,80","R$ 5.154,80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 17.960,40","R$ 5.154,80","R$ 5.154,80"
Ensino Geral,2.064,ATIV. COMPLEMENTARES DE EDUCAÇÃO,281,Materiais de Consumo,2543,"R$ 0,00","R$ 130.000,00",,"R$ 0,00","R$ 130.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 130.000,00","R$ 0,00","R$ 0,00"
Ensino Geral,2.064,ATIV. COMPLEMENTARES DE EDUCAÇÃO,281,Materiais de Consumo,2550,"R$ 0,00","R$ 43.000,00",,"R$ 43.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00",
Ensino Geral,2.064,ATIV. COMPLEMENTARES DE EDUCAÇÃO,282,Serviços de Terceiro PF,1500,"R$ 5.000,00",,,"R$ 5.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Geral,2.064,ATIV. COMPLEMENTARES DE EDUCAÇÃO,283,Serviços de Terceiros PJ,1500,"R$ 5.000,00",,,"R$ 5.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Geral,2.064,ATIV. COMPLEMENTARES DE EDUCAÇÃO,283,Serviços de Terceiros PJ,1543,"R$ 10.000,00","R$ 63.345,35",,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 73.345,35","R$ 73.345,35","R$ 73.345,35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 73.345,35","R$ 73.345,35","R$ 73.345,35"
Ensino Geral,2.064,ATIV. COMPLEMENTARES DE EDUCAÇÃO,283,Serviços de Terceiros PJ,2543,"R$ 0,00","R$ 36.439,62",,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 36.439,62","R$ 34.118,02","R$ 34.118,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 36.439,62","R$ 34.118,02","R$ 34.118,02"
Ensino Geral,2.065,MANUTENÇÃO DO TRANSPORTE ESCOLAR,284,Serviços de Terceiro PF,1553,"R$ 30.000,00",,,"R$ 30.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Geral,2.065,MANUTENÇÃO DO TRANSPORTE ESCOLAR,285,Serviços de Terceiros PJ,1553,"R$ 50.000,00",,,"R$ 50.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Geral,2.066,MANUTENÇÃO DO TRANSPORTE ESCOLAR,286,Serviços de Terceiro PF,1576,"R$ 440.000,00",,,"R$ 422.704,80","R$ 0,00","R$ 0,00","R$ 0,00","R$ 17.295,20","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 17.295,20","R$ 0,00","R$ 0,00"
Ensino Geral,2.066,MANUTENÇÃO DO TRANSPORTE ESCOLAR,287,Serviços de Terceiros PJ,1576,"R$ 690.000,00",,,"R$ 645.698,58","R$ 0,00","R$ 0,00","R$ 0,00","R$ 44.301,42","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 44.301,42","R$ 0,00","R$ 0,00"
Ensino Geral,2.066,MANUTENÇÃO DO TRANSPORTE ESCOLAR,287,Serviços de Terceiros PJ,2576,"R$ 0,00","R$ 18.122,00",,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 18.122,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 18.122,00","R$ 0,00","R$ 0,00"
