,,,,,,,,,,Empenhado ,Liquidado,Pago,Empenhado ,Liquidado,Pago,Empenhado ,Liquidado,Pago,Empenhado ,Liquidado,Pago,Empenhado ,Liquidado,Pago,Empenhado ,Liquidado,Pago,Empenhado ,Liquidado,Pago,Empenhado ,Liquidado,Pago,Empenhado ,Liquidado,Pago,Empenhado ,Liquidado,Pago,Empenhado ,Liquidado,Pago,Empenhado ,Liquidado,Pago,Empenhado ,Liquidado,Pago
Categoria ,Código AT,Atividade ,Ficha,Elemento,Fonte,Orçado,Creditado,Anulado,Saldo,Janeiro,Janeiro,Janeiro,Fevereiro,Fevereiro,Fevereiro,Março,Março,Março,Abril ,Abril ,Abril ,Maio,Maio,Maio,Junho,Junho,Junho,Julho,Julho,Julho,Agosto,Agosto,Agosto,Setembro,Setembro,Setembro,Outubro,Outubro,Outubro,Novembro,Novembro,Novembro,Dezembro,Dezembro,Dezembro,Total,Toral,Toral
Ensino Geral,2.249,MANUTENÇÃO DO TRANSPORTE ESCOLAR ,209,Outras Despesas Variáveis - Pessoal Civil,15001,"R$ 80.000,00",,,"R$ 73.270,99","R$ 126,71","R$ 126,71","R$ 126,71","R$ 902,80","R$ 902,80","R$ 902,80","R$ 0,00",,,"R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Geral,2.249,MANUTENÇÃO DO TRANSPORTE ESCOLAR ,210,Indenizações e Restituições Trabalhistas,15001,"R$ 16.000,00",,"R$ 2.648,89","R$ 13.351,11","R$ 0,00","R$ 0,00",,"R$ 0,00",,,"R$ 191.335,48","R$ 28.571,65","R$ 30.883,70","R$ 7.842,22","R$ 52.388,83","R$ 41.240,70",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 287.078,07","R$ 111.339,01","R$ 85.086,76"
Ensino Geral,2.249,MANUTENÇÃO DO TRANSPORTE ESCOLAR ,211,Materiais de Consumo,15001,"R$ 350.000,00",,,"R$ 62.921,93","R$ 87.900,37","R$ 0,00",,"R$ 15.117,60","R$ 30.378,53","R$ 12.962,36","R$ 0,00",,,"R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Geral,2.249,MANUTENÇÃO DO TRANSPORTE ESCOLAR ,212,Serviços de Terceiro PF ,15001,"R$ 1.000,00",,,"R$ 1.000,00","R$ 0,00","R$ 0,00",,"R$ 0,00",,,"-R$ 40.911,09","R$ 130.751,84","R$ 137.112,35","R$ 5.517,84","R$ 153.442,79","R$ 153.505,35",,,,,,,,,,,,,,,,,,,,,,,,,"-R$ 20.650,53","R$ 294.392,07","R$ 294.280,63"
Ensino Geral,2.249,MANUTENÇÃO DO TRANSPORTE ESCOLAR ,213,Serviços de Terceiros PJ,15001,"R$ 1.400.000,00",,,"R$ 1.420.650,53","R$ 14.742,72","R$ 0,00",,"R$ 687.610,82","R$ 10.197,44","R$ 3.662,93","R$ 2.073,33","R$ 2.073,33","R$ 2.073,33","R$ 1.709,86","R$ 1.709,86","R$ 1.709,86",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 5.283,19","R$ 6.783,19","R$ 6.783,19"
Ensino Geral,2.249,MANUTENÇÃO DO TRANSPORTE ESCOLAR ,214,Auxílio-alimentação,15001,"R$ 21.600,00",,,"R$ 16.316,81","R$ 1.500,00","R$ 1.500,00","R$ 1.500,00","R$ 1.500,00","R$ 1.500,00","R$ 1.500,00","R$ 0,00",,,"R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Fundamental,2.270,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO ,217,Vencimentos e Vantagens Fixas - Pessoal Civil,1500,"R$ 25.000,00",,"R$ 8.250,00","R$ 16.750,00","R$ 0,00","R$ 0,00",,"R$ 0,00",,,"R$ 0,00",,,"R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Fundamental,2.270,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO ,218,Obrigações Patronais,1500,"R$ 4.000,00",,,"R$ 4.000,00","R$ 0,00","R$ 0,00",,"R$ 0,00",,,"R$ 0,00",,,"R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Fundamental,2.270,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO ,219,Outras Despesas Variáveis - Pessoal Civil,1500,"R$ 1.000,00",,,"R$ 1.000,00","R$ 0,00","R$ 0,00",,"R$ 0,00",,,"R$ 3.390,90","R$ 3.390,90","R$ 3.390,90","R$ 16.454,15","R$ 16.454,15","R$ 16.454,15",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 27.493,94","R$ 27.493,94","R$ 27.493,94"
Ensino Fundamental,2.270,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO ,220,Indenizações e Restituições Trabalhistas,1500,"R$ 5.000,00","R$ 2.648,89",,"-R$ 19.845,05","R$ 7.648,89","R$ 7.648,89","R$ 7.648,89","R$ 0,00",,,"R$ 0,00","R$ 144,00","R$ 144,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 144,00","R$ 144,00"
