 ,,,,,,,,,,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago
Categoria ,Código AT,Atividade ,Ficha,Elemento,Fonte,Orçado,Creditado,Anulado,Saldo,Janeiro,Janeiro,Janeiro,Fevereiro,Fevereiro,Fevereiro,Março,Março,Março,Abril ,Abril ,Abril ,Maio,Maio,Maio,Junho,Junho,Junho,Julho,Julho,Julho,Agosto,Agosto,Agosto,Setembro,Setembro,Setembro,Outubro,Outubro,Outubro,Novembro,Novembro,Novembro,Dezembro,Dezembro,Dezembro,Total,Total,Total
Ensino Fundamental,1.236.100.062.066,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,606,Indenizações e restrições,1500,"R$ 3.000,00",,,"R$ 3.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Fundamental,1.236.100.062.066,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,607,Equipamentos e Materiais Permanentes,15001,"R$ 50.000,00",,,"R$ 45.250,00","R$ 4.750,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 4.750,00","R$ 0,00","R$ 0,00"
Ensino Fundamental,1.236.100.062.067,MANUTENÇÃO DO TRANSPORTE ESCOLAR,608,Contratação por tempo Determinado,15001,"R$ 5.000,00",,,"R$ 907,86","R$ 2.046,07","R$ 2.046,07","R$ 2.046,07","R$ 2.046,07","R$ 2.046,07","R$ 2.046,07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 4.092,14","R$ 4.092,14","R$ 4.092,14"
Ensino Fundamental,1.236.100.062.067,MANUTENÇÃO DO TRANSPORTE ESCOLAR,609,Vencimentos e Vantagens Fixas - Pessoal Civil,1500,"R$ 100.000,00",,,"R$ 100.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Fundamental,1.236.100.062.067,MANUTENÇÃO DO TRANSPORTE ESCOLAR,610,Obrigações Patronais,15001,"R$ 10.000,00",,,"R$ 9.161,71","R$ 378,55","R$ 378,55","R$ 0,00","R$ 459,74","R$ 459,74","R$ 378,55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 838,29","R$ 838,29","R$ 378,55"
Ensino Fundamental,1.236.100.062.067,MANUTENÇÃO DO TRANSPORTE ESCOLAR,611,Outras Despesas Variáveis - Pessoal Civil,1500,"R$ 15.000,00",,,"R$ 14.584,25","R$ 0,00","R$ 0,00","R$ 0,00","R$ 415,75","R$ 415,75","R$ 415,75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 415,75","R$ 415,75","R$ 415,75"
Ensino Fundamental,1.236.100.062.067,MANUTENÇÃO DO TRANSPORTE ESCOLAR,612,Indenizações e Restituições Trabalhistas,1500,"R$ 5.000,00",,,"R$ 5.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Fundamental,1.236.100.062.067,MANUTENÇÃO DO TRANSPORTE ESCOLAR,613,Diárias - Pessoal Civil,1500,"R$ 70.000,00",,,"R$ 34.910,00","R$ 35.090,00","R$ 90,00","R$ 0,00","R$ 0,00","R$ 3.330,00","R$ 2.790,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 35.090,00","R$ 3.420,00","R$ 2.790,00"
Ensino Fundamental,1.236.100.062.067,MANUTENÇÃO DO TRANSPORTE ESCOLAR,613,Diárias - Pessoal Civil,15001,"R$ 0,00",,,"-R$ 2.901,00","R$ 901,00","R$ 0,00","R$ 0,00","R$ 2.000,00","R$ 900,00","R$ 900,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 2.901,00","R$ 900,00","R$ 900,00"
Ensino Fundamental,1.236.100.062.067,MANUTENÇÃO DO TRANSPORTE ESCOLAR,614,Materiais de Consumo,15001,"R$ 400.000,00",,,"R$ 398.327,67","R$ 1.672,33","R$ 0,00","R$ 0,00","R$ 0,00","R$ 1.672,33","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 1.672,33","R$ 1.672,33","R$ 0,00"
