,,,,,,,,,,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago
Categoria,Código AT,Atividade,Ficha,Elemento,Fonte,Orçado,Creditado,Anulado,Saldo,Janeiro,Janeiro,Janeiro,Fevereiro,Fevereiro,Fevereiro,Março,Março,Março,Abril,Abril,Abril,Maio,Maio,Maio,Junho,Junho,Junho,Julho,Julho,Julho,Agosto,Agosto,Agosto,Setembro,Setembro,Setembro,Outubro,Outubro,Outubro,Novembro,Novembro,Novembro,Dezembro,Dezembro,Dezembro,Total,Total,Total
Ensino Geral,1.236.100.092.013,SALÁRIO EDUCAÇÃO - MERENDA ESCOLAR,137,Materiais de Consumo,1550,"R$ 277.000,00",,,"R$ 52.357,25","R$ 22.170,52","R$ 6.104,11","R$ 44,68","R$ 48.651,65","R$ 39.908,75","R$ 16.497,47","R$ 83.030,28","R$ 72.827,24","R$ 54.447,49","R$ 70.790,30","R$ 57.703,28","R$ 65.428,56",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 224.642,75","R$ 176.543,38","R$ 136.418,20"
Ensino Geral,1.236.100.072.013,TRANSPORTE ESCOLAR ESTADUAL,138,Materiais de Consumo,1576,"R$ 325.000,00",,,"R$ 281.475,55","R$ 0,00","R$ 0,00","R$ 0,00","R$ 25.086,63","R$ 24.474,51","R$ 3.543,23","R$ 18.437,82","R$ 19.049,94","R$ 21.543,40","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 43.524,45","R$ 43.524,45","R$ 25.086,63"
Ensino Geral,1.236.100.072.013,TRANSPORTE ESCOLAR ESTADUAL,139,Serviços de Terceiros PJ,1576,"R$ 300.000,00",,,"R$ 221.346,28","R$ 2.511,86","R$ 2.511,86","R$ 0,00","R$ 44.780,15","R$ 43.980,23","R$ 9.499,81","R$ 31.361,71","R$ 32.161,63","R$ 36.037,00","R$ 0,00","R$ 0,00","R$ 510,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 78.653,72","R$ 78.653,72","R$ 46.046,81"
Ensino Geral,1.230.600.062.010,MERENDA ESCOLAR ESTADUAL,140,Materiais de Consumo,15761,"R$ 72.800,00",,,"R$ 54.878,25","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 4.825,62","R$ 4.825,62","R$ 4.825,62","R$ 13.096,13","R$ 6.258,85","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 17.921,75","R$ 11.084,47","R$ 4.825,62"
Ensino Geral,1.230.600.062.010, MERENDA ESCOLAR FEDERAL - PNAE,141,Materiais de Consumo,1552,"R$ 187.200,00",,,"R$ 139.360,15","R$ 0,00","R$ 0,00","R$ 0,00","R$ 27.980,42","R$ 10.253,27","R$ 660,00","R$ 5.493,53","R$ 11.313,03","R$ 1.547,21","R$ 14.365,90","R$ 18.632,75","R$ 1.790,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 47.839,85","R$ 40.199,05","R$ 3.997,21"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
