,,,,,,,,,,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago
Categoria ,Código AT,Atividade ,Ficha,Elemento,Fonte,Orçado,Creditado,Anulado,Saldo,Janeiro,Janeiro,Janeiro,Fevereiro,Fevereiro,Fevereiro,Março,Março,Março,Abril ,Abril ,Abril ,Maio,Maio,Maio,Junho,Junho,Junho,Julho,Julho,Julho,Agosto,Agosto,Agosto,Setembro,Setembro,Setembro,Outubro,Outubro,Outubro,Novembro,Novembro,Novembro,Dezembro,Dezembro,Dezembro,Total,Toral,Toral
Educação Infantil,2.074,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,214,Indenizações e Restituições Trabalhistas,15001,"R$ 11.000,00",,,"R$ 11.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Educação Infantil,2.074,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,215,Diárias - Pessoal Civil,15001,"R$ 1.100,00",,,"R$ 1.100,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Educação Infantil,2.074,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,216,Materiais de Consumo,15001,"R$ 506,00",,,"R$ 506,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Educação Infantil,2.074,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,217,Serviços de Terceiro PF,15001,"R$ 11.000,00",,,"R$ 11.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Educação Infantil,2.074,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,218,Serviços de Terceiros PJ,15001,"R$ 1.309,00","R$ 82.000,00",,"R$ 738,21","R$ 9.000,00","R$ 0,00","R$ 0,00","R$ 28.653,46","R$ 0,00","R$ 0,00","R$ 44.417,33","R$ 27.774,00","R$ 0,00","R$ 500,00","R$ 54.296,79","R$ 72.191,33",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 82.570,79","R$ 82.070,79","R$ 72.191,33"
Educação Infantil,2.074,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,219,Auxílio-alimentação,15001,"R$ 37.785,00",,,"R$ 37.785,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Educação Infantil,2.074,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,220,Equipamentos e Materiais Permanentes,15001,"R$ 5.500,00",,,"R$ 5.500,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Educação Infantil,2.074,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,1049,Equipamentos e Materiais Permanentes,1546,,"R$ 40.000,00","R$ 25.694,62","R$ 14.305,38",,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Educação Infantil,2.074,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,1038,Materiais de Consumo,2546,"R$ 0,00","R$ 15.000,00",,"R$ 153,26","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 14.846,74","R$ 0,00","R$ 0,00","R$ 0,00","R$ 14.846,74","R$ 14.846,74",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 14.846,74","R$ 14.846,74","R$ 14.846,74"
Educação Infantil,2.074,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,1039,Equipamentos e Materiais Permanentes,2546,"R$ 0,00","R$ 50.000,00",,"R$ 7.604,14","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 28.981,86","R$ 0,00","R$ 0,00","R$ 13.414,00","R$ 42.395,86","R$ 42.395,86",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 42.395,86","R$ 42.395,86","R$ 42.395,86"
Ensino Geral,2.107,OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS,195, Obrigações Tributárias e Contributivas,15001,"R$ 1.100,00",,,"R$ 1.100,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Geral,2.157, MANUT. DA EDUCACAO DE JOVENS E ADULTOS,221,Vencimentos e Vantagens Fixas - Pessoal Civil,15001,"R$ 40.117,00",,,"R$ 40.117,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Geral,2.157, MANUT. DA EDUCACAO DE JOVENS E ADULTOS,222,Obrigações Patronais,15001,"R$ 11.440,00",,,"R$ 11.440,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Geral,2.157, MANUT. DA EDUCACAO DE JOVENS E ADULTOS,223,Outras Despesas Variáveis - Pessoal Civil,15001,"R$ 9.900,00",,,"R$ 9.900,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Geral,2.157, MANUT. DA EDUCACAO DE JOVENS E ADULTOS,224,Diárias - Pessoal Civil,15001,"R$ 1.100,00",,,"R$ 1.100,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Geral,2.157, MANUT. DA EDUCACAO DE JOVENS E ADULTOS,225,Materiais de Consumo,15001,"R$ 11.000,00",,,"R$ 11.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Geral,2.157, MANUT. DA EDUCACAO DE JOVENS E ADULTOS,226,Serviços de Terceiro PF,15001,"R$ 5.500,00",,,"R$ 5.500,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Geral,2.157, MANUT. DA EDUCACAO DE JOVENS E ADULTOS,227,Serviços de Terceiros PJ,15001,"R$ 11.000,00",,,"R$ 11.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Geral,2.157, MANUT. DA EDUCACAO DE JOVENS E ADULTOS,228,Auxílio-alimentação,15001,"R$ 2.233,00",,,"R$ 2.233,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Geral,61, OBRIGACOES DA DIVIDA - CAMINHO DA ESCOLA,230,Principal da Dívida Contratual Resgatado,15001,"R$ 1.100,00",,,"R$ 1.100,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Geral,88,CONCESSAO DE SUBSIDIO AO TRNSPORTE URBANO DE ESTUDANTES,231,Subvenções Econômicas,15001,"R$ 156.959,00",,,"R$ 56.959,00","R$ 100.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 14.196,49","R$ 14.196,49","R$ 0,00","R$ 14.196,49","R$ 14.196,49","R$ 0,00","R$ 14.196,49","R$ 14.196,49",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 100.000,00","R$ 42.589,47","R$ 42.589,47"
Ensino Geral,1.037, AQUISICAO DE VEICULOS PARA EDUCACAO,232,Equipamentos e Materiais Permanentes,15001,"R$ 429.000,00",,,"R$ 429.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Geral,2.069,MANUTENÇÃO DO TRANSPORTE ESCOLAR,233,Contratação por tempo Determinado,15001,"R$ 117.832,00",,,"R$ 117.832,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Geral,2.069,MANUTENÇÃO DO TRANSPORTE ESCOLAR,234,Vencimentos e Vantagens Fixas - Pessoal Civil,15001,"R$ 1.168.718,00",,,"R$ 1.168.718,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Geral,2.069,MANUTENÇÃO DO TRANSPORTE ESCOLAR,235,Obrigações Patronais,15001,"R$ 13.090,00",,,"R$ 13.090,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Geral,2.069,MANUTENÇÃO DO TRANSPORTE ESCOLAR,236,Outras Despesas Variáveis - Pessoal Civil,15001,"R$ 5.500,00",,,"R$ 5.500,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Geral,2.069,MANUTENÇÃO DO TRANSPORTE ESCOLAR,237,Diárias - Pessoal Civil,15001,"R$ 2.057,00",,,"R$ 581,15","R$ 615,17","R$ 115,17","R$ 115,17","R$ 315,17","R$ 460,68","R$ 460,68","R$ 0,00","R$ 129,31","R$ 129,31","R$ 545,51","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 1.475,85","R$ 705,16","R$ 705,16"
Ensino Geral,2.069,MANUTENÇÃO DO TRANSPORTE ESCOLAR,238,Materiais de Consumo,15001,"R$ 533.555,00",,,"R$ 473.515,76","R$ 5.286,00","R$ 0,00","R$ 0,00","R$ 19.818,47","R$ 4.297,59","R$ 514,31","R$ 22.949,77","R$ 24.420,85","R$ 6.445,35","R$ 11.985,00","R$ 18.600,20","R$ 8.914,20",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 60.039,24","R$ 47.318,64","R$ 15.873,86"
Ensino Geral,2.069,MANUTENÇÃO DO TRANSPORTE ESCOLAR,239,Serviços de Terceiro PF,15001,"R$ 4.400,00",,,"R$ 4.400,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Geral,2.069,MANUTENÇÃO DO TRANSPORTE ESCOLAR,240,Serviços de Terceiros PJ,15001,"R$ 3.958.848,00",,,"R$ 3.798.019,02","R$ 992,25","R$ 692,25","R$ 119,13","R$ 129.741,47","R$ 187,20","R$ 760,32","R$ 29.795,26","R$ 159.140,68","R$ 108.254,33","R$ 300,00","R$ 0,00","R$ 32.638,35",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 160.828,98","R$ 160.020,13","R$ 141.772,13"
Ensino Geral,2.069,MANUTENÇÃO DO TRANSPORTE ESCOLAR,241,Auxílio-alimentação,15001,"R$ 2.189,00",,,"R$ 2.189,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Geral,2.145,MANUTENÇÃO DO TRANSPORTE ESCOLAR,243,Serviços de Terceiros PJ,1553,"R$ 110.000,00",,,"R$ 55.942,19","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 54.057,81","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 54.057,81","R$ 0,00","R$ 0,00"
Ensino Geral,2.145,MANUTENÇÃO DO TRANSPORTE ESCOLAR,242,Serviços de Terceiro PF,1570,"R$ 11.000,00",,,"R$ 11.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Geral,2.145,MANUTENÇÃO DO TRANSPORTE ESCOLAR,244,Serviços de Terceiros PJ,1570,"R$ 11.000,00",,,"R$ 11.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Geral,2.145,MANUTENÇÃO DO TRANSPORTE ESCOLAR,245,Serviços de Terceiros PJ,1576,"R$ 660.000,00",,,"R$ 352.642,30","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 197.109,32","R$ 100.661,76","R$ 2.530,86","R$ 110.248,38","R$ 96.072,68","R$ 194.203,58",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 307.357,70","R$ 196.734,44","R$ 196.734,44"
Educação Infantil,56,CENTRO INFANTIL MARIA DO CARMO C. PADUA FIGUEIREDO,263,Contribuições,15001,"R$ 55.000,00","R$ 55.000,00",,"R$ 27.000,00","R$ 50.000,00","R$ 0,00","R$ 0,00","R$ 33.000,00","R$ 34.800,00","R$ 34.800,00","R$ 0,00","R$ 47.200,00","R$ 47.200,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 83.000,00","R$ 82.000,00","R$ 34.800,00"
Educação Infantil,56,CENTRO INFANTIL MARIA DO CARMO C. PADUA FIGUEIREDO,264,Contribuições,15403,"R$ 330.000,00",,,"R$ 130.000,00","R$ 200.000,00","R$ 34.800,00","R$ 34.800,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 46.000,00","R$ 46.000,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 200.000,00","R$ 80.800,00","R$ 80.800,00"
Educação Infantil,57, APROMIC-ASSOC.PROT.MATERNIDADE E INFANCIA CASSIA,265,Contribuições,15001,"R$ 77.000,00","R$ 30.000,00",,"R$ 10.000,00","R$ 75.000,00","R$ 0,00","R$ 0,00","R$ 22.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 88.700,00","R$ 88.700,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 97.000,00","R$ 88.700,00","R$ 88.700,00"
Educação Infantil,57, APROMIC-ASSOC.PROT.MATERNIDADE E INFANCIA CASSIA,266,Contribuições,15403,"R$ 660.000,00",,,"R$ 410.000,00","R$ 200.000,00","R$ 64.000,00","R$ 64.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 50.000,00","R$ 84.100,00","R$ 84.100,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 250.000,00","R$ 148.100,00","R$ 148.100,00"
,58,ABLA-ASSOC. BENEFICENTE LIBERDADE E AMOR,267,Contribuições,15001,"R$ 55.000,00","R$ 30.000,00",,"R$ 17.000,00","R$ 50.000,00","R$ 0,00","R$ 0,00","R$ 18.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 64.600,00","R$ 64.600,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 68.000,00","R$ 64.600,00","R$ 64.600,00"
,58,ABLA-ASSOC. BENEFICENTE LIBERDADE E AMOR,268,Contribuições,15403,"R$ 528.000,00",,,"R$ 328.000,00","R$ 200.000,00","R$ 47.400,00","R$ 47.400,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 56.700,00","R$ 56.700,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 200.000,00","R$ 104.100,00","R$ 104.100,00"
,66, FAMA - FUNDACAO ANA DE MELO AZEVEDO,269,Contribuições,15001,"R$ 22.000,00",,,"R$ 1.000,00","R$ 21.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 20.000,00","R$ 20.000,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 21.000,00","R$ 20.000,00","R$ 20.000,00"
,66, FAMA - FUNDACAO ANA DE MELO AZEVEDO,270,Contribuições,15403,"R$ 165.000,00",,,"R$ 65.000,00","R$ 100.000,00","R$ 14.000,00","R$ 14.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 20.700,00","R$ 20.700,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 100.000,00","R$ 34.700,00","R$ 34.700,00"
Ensino Geral,1.093, CONSTRUCAO/AMPL. REFORMA DE PREDIOS DA EDUCACAO,246,Obras e Instalações,15403,"R$ 55.000,00",,,"-R$ 43.506,31","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 98.506,31","R$ 0,00","R$ 0,00","R$ 0,00","R$ 98.506,31","R$ 98.506,31",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 98.506,31","R$ 98.506,31","R$ 98.506,31"
Ensino Geral,1.094, AQUISICAO DE VEICULOS PARA EDUCACAO,247,Equipamentos e Materiais Permanentes,15403,"R$ 55.000,00",,,"R$ 55.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Geral,1.095,AQUISIÇÃO DE MOBILIARIO E EQUIPAMENTO ESCOLAR,248,Equipamentos e Materiais Permanentes,15403,"R$ 33.000,00",,,"R$ 33.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Fundamental,2.066,PROFISSIONAIS DA EDUCACAO,253,Auxílio-alimentação,15403,"R$ 638.000,00",,,"R$ 162.538,36","R$ 113.050,00","R$ 113.050,00","R$ 113.050,00","R$ 124.071,65","R$ 124.071,65","R$ 124.071,65","R$ 118.461,66","R$ 118.461,66","R$ 118.461,66","R$ 119.878,33","R$ 119.878,33","R$ 119.878,33",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 475.461,64","R$ 475.461,64","R$ 475.461,64"
Ensino Fundamental,2.066,PROFISSIONAIS DA EDUCACAO,249,Contratação por tempo Determinado,15407,"R$ 440.000,00",,,"R$ 245.659,43","R$ 958,97","R$ 958,97","R$ 958,97","R$ 46.471,27","R$ 46.471,27","R$ 46.471,27","R$ 68.656,27","R$ 68.656,27","R$ 68.656,27","R$ 78.254,06","R$ 78.254,06","R$ 78.254,06",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 194.340,57","R$ 194.340,57","R$ 194.340,57"
Ensino Fundamental,2.066,PROFISSIONAIS DA EDUCACAO,250,Vencimentos e Vantagens Fixas - Pessoal Civil,15407,"R$ 5.691.158,00",,,"R$ 3.222.433,89","R$ 645.408,70","R$ 645.408,70","R$ 645.408,70","R$ 660.596,57","R$ 660.596,57","R$ 660.596,57","R$ 580.496,60","R$ 580.496,60","R$ 580.496,60","R$ 582.222,24","R$ 582.222,24","R$ 582.222,24",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 2.468.724,11","R$ 2.468.724,11","R$ 2.468.724,11"
Ensino Fundamental,2.066,PROFISSIONAIS DA EDUCACAO,251,Obrigações Patronais,15407,"R$ 1.518.000,00",,,"R$ 454.290,44","R$ 159.132,86","R$ 159.132,86","R$ 0,00","R$ 167.206,51","R$ 167.206,51","R$ 159.286,17","R$ 580.496,60","R$ 152.095,94","R$ 167.065,97","R$ 156.873,59","R$ 156.873,59","R$ 153.042,14",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 1.063.709,56","R$ 635.308,90","R$ 479.394,28"
Ensino Fundamental,2.066,PROFISSIONAIS DA EDUCACAO,252,Outras Despesas Variáveis - Pessoal Civil,15407,"R$ 198.000,00",,,"R$ 198.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Fundamental,2.106,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,254,Contratação por tempo Determinado,15403,"R$ 55.000,00",,,"R$ 45.790,02","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 4.604,99","R$ 4.604,99","R$ 4.604,99","R$ 4.604,99","R$ 4.604,99","R$ 4.604,99",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 9.209,98","R$ 9.209,98","R$ 9.209,98"
Ensino Fundamental,2.106,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,255,Vencimentos e Vantagens Fixas - Pessoal Civil,15403,"R$ 88.000,00",,,"R$ 78.790,02","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 4.604,99","R$ 4.604,99","R$ 4.604,99","R$ 4.604,99","R$ 4.604,99","R$ 4.604,99",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 9.209,98","R$ 9.209,98","R$ 9.209,98"
Ensino Fundamental,2.106,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,256,Obrigações Patronais,15403,"R$ 27.500,00",,,"R$ 23.509,14","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 1.977,01","R$ 1.977,01","R$ 0,00","R$ 2.013,85","R$ 2.013,85","R$ 1.977,01",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 3.990,86","R$ 3.990,86","R$ 1.977,01"
Ensino Fundamental,2.106,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,257,Outras Despesas Variáveis - Pessoal Civil,15403,"R$ 22.000,00",,,"R$ 22.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Fundamental,2.106,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,258,Diárias - Pessoal Civil,15403,"R$ 3.300,00",,,"R$ 3.300,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
