,,,,,,,,,,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago,Empenhado,Liquidado,Pago
Categoria ,Código AT,Atividade ,Ficha,Elemento,Fonte,Orçado,Creditado,Anulado,Saldo,Janeiro,Janeiro,Janeiro,Fevereiro,Fevereiro,Fevereiro,Março,Março,Março,Abril ,Abril ,Abril ,Maio,Maio,Maio,Junho,Junho,Junho,Julho,Julho,Julho,Agosto,Agosto,Agosto,Setembro,Setembro,Setembro,Outubro,Outubro,Outubro,Novembro,Novembro,Novembro,Dezembro,Dezembro,Dezembro,Total,Toral,Toral
Ensino Geral,2.046,MANUTENÇÃO DO TRANSPORTE ESCOLAR,477,Contratação por tempo Determinado,15001,"R$ 50.000,00",,,"R$ 50.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Geral,2.046,MANUTENÇÃO DO TRANSPORTE ESCOLAR,479,Vencimentos e Vantagens Fixas - Pessoal Civil,15001,"R$ 100.000,00",,"R$ 15.000,00","R$ 85.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Geral,2.046,MANUTENÇÃO DO TRANSPORTE ESCOLAR,481,Obrigações Patronais,15001,"R$ 20.000,00",,,"R$ 20.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Geral,2.046,MANUTENÇÃO DO TRANSPORTE ESCOLAR,483,Outras Despesas Variáveis - Pessoal Civil,15001,"R$ 15.000,00",,,"R$ 15.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Geral,2.046,MANUTENÇÃO DO TRANSPORTE ESCOLAR,485,Indenizações e Restituições Trabalhistas,15001,"R$ 5.000,00",,,"R$ 5.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Geral,2.046,MANUTENÇÃO DO TRANSPORTE ESCOLAR,486,Materiais de Consumo,15001,"R$ 350.000,00",,"R$ 12.960,00","R$ 277.872,90","R$ 51.782,56","R$ 13.285,00","R$ 12.145,00","R$ 7.384,54","R$ 39.104,75","R$ 1.205,19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 59.167,10","R$ 52.389,75","R$ 13.350,19"
Ensino Geral,2.046,MANUTENÇÃO DO TRANSPORTE ESCOLAR,489,Serviços de Terceiro PF,15001,"R$ 50.000,00",,,"R$ 49.400,00","R$ 600,00","R$ 225,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 225,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 600,00","R$ 225,00","R$ 225,00"
Ensino Geral,2.046,MANUTENÇÃO DO TRANSPORTE ESCOLAR,492,Serviços de Terceiros PJ,15001,"R$ 350.000,00",,,"R$ 137.692,34","R$ 22.095,13","R$ 6.212,90","R$ 0,00","R$ 190.212,53","R$ 29.260,83","R$ 16.712,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 212.307,66","R$ 35.473,73","R$ 16.712,84"
Ensino Geral,2.046,MANUTENÇÃO DO TRANSPORTE ESCOLAR,496,Auxílio-alimentação,15001,"R$ 80.000,00",,,"R$ 71.600,00","R$ 4.900,00","R$ 4.900,00","R$ 4.900,00","R$ 3.500,00","R$ 3.500,00","R$ 3.500,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 8.400,00","R$ 8.400,00","R$ 8.400,00"
Ensino Geral,2.046,MANUTENÇÃO DO TRANSPORTE ESCOLAR,497,- OBRIGAÇÕES TRIBUTÁRIAS E CONTRIBUTIVAS,15001,"R$ 5.000,00",,,"R$ 5.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Geral,2.046,MANUTENÇÃO DO TRANSPORTE ESCOLAR,498,Outros Auxílios  financeiros PF,15001,"R$ 15.000,00",,,"R$ 13.800,00","R$ 700,00","R$ 700,00","R$ 700,00","R$ 500,00","R$ 500,00","R$ 500,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 1.200,00","R$ 1.200,00","R$ 1.200,00"
Ensino Geral,2.046,MANUTENÇÃO DO TRANSPORTE ESCOLAR,493,Serviços de Terceiros PJ,15403,"R$ 450.000,00",,,"R$ 32.881,24","R$ 0,00","R$ 0,00","R$ 0,00","R$ 417.118,76","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 417.118,76","R$ 0,00","R$ 0,00"
Ensino Geral,2.046,MANUTENÇÃO DO TRANSPORTE ESCOLAR,478,Contratação por tempo Determinado,15407,"R$ 50.000,00",,,"R$ 50.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Geral,2.046,MANUTENÇÃO DO TRANSPORTE ESCOLAR,480,Vencimentos e Vantagens Fixas - Pessoal Civil,15407,"R$ 260.000,00",,,"R$ 231.751,42","R$ 17.460,63","R$ 17.460,63","R$ 17.460,63","R$ 10.787,95","R$ 10.787,95","R$ 10.787,95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 28.248,58","R$ 28.248,58","R$ 28.248,58"
Ensino Geral,2.046,MANUTENÇÃO DO TRANSPORTE ESCOLAR,482,Obrigações Patronais,15407,"R$ 100.000,00",,,"R$ 95.825,37","R$ 2.484,43","R$ 2.484,43","R$ 0,00","R$ 1.690,20","R$ 1.690,20","R$ 2.484,43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 4.174,63","R$ 4.174,63","R$ 2.484,43"
Ensino Geral,2.046,MANUTENÇÃO DO TRANSPORTE ESCOLAR,484,Outras Despesas Variáveis - Pessoal Civil,15407,"R$ 50.000,00",,,"R$ 43.436,85","R$ 2.891,84","R$ 2.891,84","R$ 2.891,84","R$ 3.671,31","R$ 3.671,31","R$ 3.671,31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 6.563,15","R$ 6.563,15","R$ 6.563,15"
Ensino Geral,2.046,MANUTENÇÃO DO TRANSPORTE ESCOLAR,487,Materiais de Consumo,1553,"R$ 30.000,00",,,"R$ 12.000,00","R$ 18.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 18.000,00","R$ 18.000,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 18.000,00","R$ 18.000,00","R$ 18.000,00"
Ensino Geral,2.046,MANUTENÇÃO DO TRANSPORTE ESCOLAR,490,Serviços de Terceiro PF,1553,"R$ 5.000,00",,,"R$ 5.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Geral,2.046,MANUTENÇÃO DO TRANSPORTE ESCOLAR,494,Serviços de Terceiros PJ,1553,"R$ 31.000,00",,,"R$ 31.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Geral,2.046,MANUTENÇÃO DO TRANSPORTE ESCOLAR,488,Materiais de Consumo,1576,"R$ 300.000,00",,,"R$ 211.272,59","R$ 68.668,15","R$ 14.046,15","R$ 20,00","R$ 20.059,26","R$ 61.569,26","R$ 55.584,29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 88.727,41","R$ 75.615,41","R$ 55.604,29"
Ensino Geral,2.046,MANUTENÇÃO DO TRANSPORTE ESCOLAR,491,Serviços de Terceiro PF,1576,"R$ 5.000,00",,,"R$ 5.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Geral,2.046,MANUTENÇÃO DO TRANSPORTE ESCOLAR,495,Serviços de Terceiros PJ,1576,"R$ 350.000,00",,,"R$ 349.700,00","R$ 300,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 300,00","R$ 0,00","R$ 0,00"
Educação Infantil,2.051,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,518,Materiais de Consumo,1500,"R$ 100.000,00",,,"R$ 91.841,65","R$ 0,00","R$ 0,00","R$ 0,00","R$ 8.158,35","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 8.158,35","R$ 0,00","R$ 0,00"
Educação Infantil,2.051,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,508,Contratação por tempo Determinado,15001,"R$ 50.000,00",,,"R$ 44.598,63","R$ 5.401,37","R$ 5.401,37","R$ 5.401,37","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 5.401,37","R$ 5.401,37","R$ 5.401,37"
Educação Infantil,2.051,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,510,Vencimentos e Vantagens Fixas - Pessoal Civil,15001,"R$ 255.000,00",,,"R$ 255.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Educação Infantil,2.051,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,513,Obrigações Patronais,15001,"R$ 130.000,00",,,"R$ 130.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Educação Infantil,2.051,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,515,Outras Despesas Variáveis - Pessoal Civil,15001,"R$ 5.000,00",,,"R$ 5.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Educação Infantil,2.051,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,517,Indenizações e Restituições Trabalhistas,15001,"R$ 20.000,00",,,"R$ 3.795,90","R$ 16.204,10","R$ 16.204,10","R$ 16.204,10","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 16.204,10","R$ 16.204,10","R$ 16.204,10"
Educação Infantil,2.051,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,519,Materiais de Consumo,15001,"R$ 150.000,00",,,"R$ 90.556,96","R$ 28.353,14","R$ 13.725,00","R$ 0,00","R$ 31.089,90","R$ 40.264,94","R$ 47.835,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 59.443,04","R$ 53.989,94","R$ 47.835,52"
Educação Infantil,2.051,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,523,Serviços de Terceiro PF,15001,"R$ 5.000,00",,,"R$ 5.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Educação Infantil,2.051,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,524,Serviços de Terceiros PJ,15001,"R$ 30.000,00","R$ 46.500,00",,"R$ 828,52","R$ 66.431,48","R$ 428,19","R$ 4,84","R$ 9.240,00","R$ 14.347,62","R$ 12.882,17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 75.671,48","R$ 14.775,81","R$ 12.887,01"
Educação Infantil,2.051,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,525,Auxílio-alimentação,15001,"R$ 400.000,00",,,"R$ 332.689,92","R$ 30.800,00","R$ 30.800,00","R$ 30.800,00","R$ 36.510,08","R$ 36.510,08","R$ 34.480,07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 67.310,08","R$ 67.310,08","R$ 65.280,07"
Educação Infantil,2.051,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,526,- OBRIGAÇÕES TRIBUTÁRIAS E CONTRIBUTIVAS,15001,"R$ 5.000,00",,,"R$ 5.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Educação Infantil,2.051,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,527,Outros Auxílios  financeiros PF,15001,"R$ 60.000,00",,,"R$ 50.384,24","R$ 4.400,00","R$ 4.400,00","R$ 4.400,00","R$ 5.215,76","R$ 5.215,76","R$ 4.925,75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 9.615,76","R$ 9.615,76","R$ 9.325,75"
Educação Infantil,2.051,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,528,Despesas de exercícios anteriores,15001,"R$ 2.000,00",,,"R$ 501,89","R$ 1.498,11","R$ 1.498,11","R$ 71,90","R$ 0,00","R$ 0,00","R$ 1.426,21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 1.498,11","R$ 1.498,11","R$ 1.498,11"
Educação Infantil,2.051,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,509,Contratação por tempo Determinado,15407,"R$ 225.000,00",,,"R$ 191.007,26","R$ 2.056,62","R$ 2.056,62","R$ 1.765,33","R$ 31.936,12","R$ 31.936,12","R$ 19.713,21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 33.992,74","R$ 33.992,74","R$ 21.478,54"
Educação Infantil,2.051,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,511,Vencimentos e Vantagens Fixas - Pessoal Civil,15407,"R$ 1.050.000,00",,,"R$ 788.344,73","R$ 130.896,65","R$ 130.896,65","R$ 130.896,65","R$ 130.758,62","R$ 130.758,62","R$ 130.758,62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 261.655,27","R$ 261.655,27","R$ 261.655,27"
Educação Infantil,2.051,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,514,Obrigações Patronais,15407,"R$ 200.000,00",,,"R$ 156.836,92","R$ 21.597,94","R$ 21.597,94","R$ 472,78","R$ 21.565,14","R$ 21.565,14","R$ 21.597,94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 43.163,08","R$ 43.163,08","R$ 22.070,72"
Educação Infantil,2.051,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,516,Outras Despesas Variáveis - Pessoal Civil,15407,"R$ 10.000,00",,,"R$ 9.637,33","R$ 362,67","R$ 362,67","R$ 362,67","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 362,67","R$ 362,67","R$ 362,67"
Educação Infantil,2.051,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,520,Materiais de Consumo,15423,"R$ 40.000,00",,,"R$ 40.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Educação Infantil,2.051,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,512,Vencimentos e Vantagens Fixas - Pessoal Civil,15427,"R$ 150.000,00",,,"R$ 150.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Educação Infantil,2.051,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,521,Materiais de Consumo,1550,"R$ 190.000,00",,,"R$ 147.374,82","R$ 12.346,90","R$ 1.259,05","R$ 15,11","R$ 30.278,28","R$ 19.510,13","R$ 1.324,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 42.625,18","R$ 20.769,18","R$ 1.339,29"
Educação Infantil,2.051,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,522,Materiais de Consumo,1552,"R$ 100.000,00",,,"R$ 93.093,21","R$ 0,00","R$ 0,00","R$ 0,00","R$ 6.906,79","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 6.906,79","R$ 0,00","R$ 0,00"
Ensino Geral,2.102,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,538,Materiais de Consumo,1500,"R$ 10.000,00",,,"R$ 6.176,69","R$ 0,00","R$ 0,00","R$ 0,00","R$ 3.823,31","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 3.823,31","R$ 0,00","R$ 0,00"
Ensino Geral,2.102,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,529,Contratação por tempo Determinado,15001,"R$ 30.000,00",,,"R$ 29.577,45","R$ 422,55","R$ 422,55","R$ 422,55","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 422,55","R$ 422,55","R$ 422,55"
Ensino Geral,2.102,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,531,Vencimentos e Vantagens Fixas - Pessoal Civil,15001,"R$ 50.000,00",,,"R$ 49.261,35","R$ 738,65","R$ 738,65","R$ 738,65","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 738,65","R$ 738,65","R$ 738,65"
Ensino Geral,2.102,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,533,Obrigações Patronais,15001,"R$ 5.000,00",,,"R$ 5.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Geral,2.102,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,535,Outras Despesas Variáveis - Pessoal Civil,15001,"R$ 5.000,00",,,"R$ 5.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Geral,2.102,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,537,Indenizações e Restituições Trabalhistas,15001,"R$ 2.000,00",,,"R$ 732,35","R$ 1.267,65","R$ 1.267,65","R$ 1.267,65","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 1.267,65","R$ 1.267,65","R$ 1.267,65"
Ensino Geral,2.102,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,539,Materiais de Consumo,15001,"R$ 1.000,00",,,"R$ 1.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Geral,2.102,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,542,Serviços de Terceiro PF,15001,"R$ 5.000,00",,,"R$ 5.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Geral,2.102,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,543,Serviços de Terceiros PJ,15001,"R$ 5.000,00",,,"R$ 5.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Geral,2.102,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,544,Auxílio-alimentação,15001,"R$ 55.000,00",,,"R$ 48.723,33","R$ 2.800,00","R$ 2.800,00","R$ 2.800,00","R$ 3.476,67","R$ 3.476,67","R$ 3.476,67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 6.276,67","R$ 6.276,67","R$ 6.276,67"
Ensino Geral,2.102,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,545,Outros Auxílios  financeiros PF,15001,"R$ 10.000,00",,,"R$ 9.103,33","R$ 400,00","R$ 400,00","R$ 400,00","R$ 496,67","R$ 496,67","R$ 496,67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 896,67","R$ 896,67","R$ 896,67"
Ensino Geral,2.102,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,530,Contratação por tempo Determinado,15407,"R$ 15.000,00",,,"R$ 11.299,71","R$ 0,00","R$ 0,00","R$ 0,00","R$ 3.700,29","R$ 3.700,29","R$ 3.176,22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 3.700,29","R$ 3.700,29","R$ 3.176,22"
Ensino Geral,2.102,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,532,Vencimentos e Vantagens Fixas - Pessoal Civil,15407,"R$ 250.000,00",,,"R$ 222.618,16","R$ 13.690,92","R$ 13.690,92","R$ 13.690,92","R$ 13.690,92","R$ 13.690,92","R$ 13.690,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 27.381,84","R$ 27.381,84","R$ 27.381,84"
Ensino Geral,2.102,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,534,Obrigações Patronais,15407,"R$ 60.000,00",,,"R$ 55.482,00","R$ 2.259,00","R$ 2.259,00","R$ 0,00","R$ 2.259,00","R$ 2.259,00","R$ 2.259,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 4.518,00","R$ 4.518,00","R$ 2.259,00"
Ensino Geral,2.102,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,536,Outras Despesas Variáveis - Pessoal Civil,15407,"R$ 5.000,00",,,"R$ 5.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Geral,2.102,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,540,Materiais de Consumo,1550,"R$ 5.000,00",,,"R$ 5.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Geral,2.102,MANUTENÇÃO DAS ATIVIDADES DA EDUCAÇÃO,541,Materiais de Consumo,1552,"R$ 5.000,00",,,"R$ 5.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Geral,2.158,REALIZACAO DA CONFERENCIA MUNICIPAL DE EDUCACAO,444,Materiais de Consumo,15001,"R$ 500,00",,,"R$ 500,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Geral,2.158,REALIZACAO DA CONFERENCIA MUNICIPAL DE EDUCACAO,445,Serviços de Terceiros PJ,15001,"R$ 1.000,00",,,"R$ 1.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Geral,2.164,- MANUTENCAO DAS CONTRIBUICOES AS CAIXAS ESCOLARES,446,Contribuições,1500,"R$ 18.000,00",,,"R$ 18.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Geral,2.165,- TREINAMENTO E CAPACITAÇÃO DE PROFISSIONAIS DO MAGISTÉRIO,448,Serviços de Terceiro PF,15001,"R$ 1.000,00",,,"R$ 1.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Geral,2.165,- TREINAMENTO E CAPACITAÇÃO DE PROFISSIONAIS DO MAGISTÉRIO,449,Serviços de Terceiros PJ,15001,"R$ 5.000,00",,,"R$ 5.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Superior,2.178,MANUTENÇÃO DO TRANSPORTE ESCOLAR,502,Materiais de Consumo,1500,"R$ 5.000,00",,,"R$ 5.000,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00","R$ 0,00"
Ensino Superior,2.178,MANUTENÇÃO DO TRANSPORTE ESCOLAR,503,Serviços de Terceiro PF,1500,"R$ 20.000,00",,,"R$ 18.845,00","R$ 1.155,00","R$ 1.155,00","R$ 1.155,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 1.155,00","R$ 1.155,00","R$ 1.155,00"
Ensino Superior,2.178,MANUTENÇÃO DO TRANSPORTE ESCOLAR,504,Serviços de Terceiros PJ,1500,"R$ 125.000,00",,,"R$ 90.600,00","R$ 34.400,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 34.400,00","R$ 0,00","R$ 0,00"
